First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary,Model of Communication,Frequency,Outcome
Tyler,Chapman,"Schneider, Thompson and Boyd",96992 Cole Centers Apt. 634,Hayesside,Kentucky,19462,Argue seat lot yeah week east message green grow.,Rental Package,22-04-2025,78,Occasional,"Trade union research officer, with interest in property management","2024-09-09, 2022-08-04 - 2025-04-22","Trade union research officer, with interest in property management. Engaged via Called, Occasional frequency. Outcome: Requested Info. Purchased: 78 units of Rental Package on 2024-09-09.",Called,Occasional,Requested Info
Caroline,Perez,"Ayers, Pierce and Long",6844 Huynh Locks Suite 699,Whiteland,Idaho,60692,Training although including work above score on understand.,Inspection,20-11-2024,89,Occasional,"Engineer, broadcasting (operations), with interest in property management","2024-04-13, 2022-10-05 - 2024-11-20","Engineer, broadcasting (operations), with interest in property management. Engaged via Emailed, Occasional frequency. Outcome: Requested Info. Purchased: 89 units of Inspection on 2024-04-13.",Emailed,Occasional,Requested Info
Lori,Bryant,"Kelly, Cox and Porter",6894 Lutz Loaf,Hendrixberg,Iowa,52934,Firm interesting kitchen fine majority perhaps simple against usually others note.,Inspection,04-10-2024,55,One-time,"Hospital doctor, with interest in property management","2024-01-30, 2023-03-16 - 2024-10-04","Hospital doctor, with interest in property management. Engaged via Meeting Set Up, One-time frequency. Outcome: Requested Info. Purchased: 55 units of Inspection on 2024-01-30.",Meeting Set Up,One-time,Requested Info
Angela,Wilkins,"Smith, Dudley and Smith",35662 Goodman Plaza Suite 755,Lake Richard,Pennsylvania,9234,Late hundred as enter range rich culture charge quickly friend long.,Maintenance Plan,27-02-2024,99,Occasional,"Graphic designer, with interest in property management","2024-02-18, 2024-02-15 - 2024-02-27","Graphic designer, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Pending Decision. Purchased: 99 units of Maintenance Plan on 2024-02-18.",Responded,Occasional,Pending Decision
Brian,Brown,Cox PLC,457 Knight Heights Suite 352,North Adam,New Hampshire,30515,Entire important apply soon law down rather by set force.,Listing,23-04-2024,31,Occasional,"Runner, broadcasting/film/video, with interest in property management","2024-03-30, 2022-10-17 - 2024-04-23","Runner, broadcasting/film/video, with interest in property management. Engaged via Meeting Set Up, Occasional frequency. Outcome: Pending Decision. Purchased: 31 units of Listing on 2024-03-30.",Meeting Set Up,Occasional,Pending Decision
Michael,Newton,Adams-Edwards,4436 Le Land,East Virginiatown,Wyoming,26089,Meet how only arm arm bring.,Listing,04-01-2025,37,One-time,"Legal secretary, with interest in property management","2024-12-23, 2024-04-09 - 2025-01-04","Legal secretary, with interest in property management. Engaged via Not Answered, One-time frequency. Outcome: Signed Up. Purchased: 37 units of Listing on 2024-12-23.",Not Answered,One-time,Signed Up
Dean,Salinas,"Hendrix, Little and Thompson",95978 Williams Mills,West Paul,Indiana,6283,Its machine show American against born why them kid challenge.,Cleaning,02-04-2024,64,One-time,"Printmaker, with interest in property management","2023-08-21, 2023-07-28 - 2024-04-02","Printmaker, with interest in property management. Engaged via Meeting Set Up, One-time frequency. Outcome: Scheduled Appointment. Purchased: 64 units of Cleaning on 2023-08-21.",Meeting Set Up,One-time,Scheduled Appointment
Mariah,Gomez,Jones-Baldwin,643 Cook Run,Lake Kimberly,Tennessee,33809,Draw teacher east beyond over east she speak edge great thing issue apply.,Cleaning,12-02-2025,20,Occasional,"Secondary school teacher, with interest in property management","2024-07-22, 2023-07-20 - 2025-02-12","Secondary school teacher, with interest in property management. Engaged via Emailed, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 20 units of Cleaning on 2024-07-22.",Emailed,Occasional,Scheduled Appointment
Tammy,Stewart,Torres Ltd,6257 Nichole Manors Suite 740,Callahanmouth,Kentucky,31618,Cultural skin go if create together.,Listing,19-04-2025,18,Frequent,"Tour manager, with interest in property management","2025-03-21, 2024-08-10 - 2025-04-19","Tour manager, with interest in property management. Engaged via Responded, Frequent frequency. Outcome: Signed Up. Purchased: 18 units of Listing on 2025-03-21.",Responded,Frequent,Signed Up
Elizabeth,Jones,"Craig, Gonzalez and Craig",5126 Powell Road,Michaelport,Ohio,34946,Hit light she carry when early.,Listing,30-08-2024,96,Frequent,"Mechanical engineer, with interest in property management","2023-11-18, 2023-04-18 - 2024-08-30","Mechanical engineer, with interest in property management. Engaged via Called, Frequent frequency. Outcome: Requested Info. Purchased: 96 units of Listing on 2023-11-18.",Called,Frequent,Requested Info
Raymond,Thomas,Cline Ltd,240 Kaylee Meadow,New Ashleyville,Missouri,19620,Shoulder result data really to full should pick happen.,Cleaning,27-09-2024,43,One-time,"Barista, with interest in property management","2023-07-15, 2022-08-29 - 2024-09-27","Barista, with interest in property management. Engaged via Not Answered, One-time frequency. Outcome: Signed Up. Purchased: 43 units of Cleaning on 2023-07-15.",Not Answered,One-time,Signed Up
Jason,Lee,"Beck, Ross and Dorsey",94966 Robert Cliffs Apt. 828,Lake Lynn,South Carolina,55730,Reflect cause only anything wonder tell partner material green.,Inspection,22-04-2025,53,One-time,"Exhibition designer, with interest in property management","2025-04-22, 2023-09-05 - 2025-04-22","Exhibition designer, with interest in property management. Engaged via Responded, One-time frequency. Outcome: Signed Up. Purchased: 53 units of Inspection on 2025-04-22.",Responded,One-time,Signed Up
Warren,Bowen,Roberts-Carter,941 Stevens Track Apt. 153,Powellbury,Kansas,2234,Law goal bank else relationship trade attention interest nature.,Rental Package,03-10-2024,30,Frequent,"Development worker, community, with interest in property management","2023-10-03, 2022-11-03 - 2024-10-03","Development worker, community, with interest in property management. Engaged via Followed Up, Frequent frequency. Outcome: Requested Info. Purchased: 30 units of Rental Package on 2023-10-03.",Followed Up,Frequent,Requested Info
Lauren,Jones,"Hampton, Brown and Huynh",197 Garcia Dam,New Bryanview,Kansas,58282,Cultural public reality yet list western food return dream space save mouth.,Maintenance Plan,19-08-2023,19,One-time,"Therapist, occupational, with interest in property management","2023-05-02, 2022-06-12 - 2023-08-19","Therapist, occupational, with interest in property management. Engaged via Meeting Set Up, One-time frequency. Outcome: Signed Up. Purchased: 19 units of Maintenance Plan on 2023-05-02.",Meeting Set Up,One-time,Signed Up
Anna,Jones,"Haley, Stephens and Perez",231 James Island Apt. 843,Ricardoberg,Virginia,72247,Three industry successful subject move me what learn something across actually.,Maintenance Plan,10-11-2024,6,Frequent,"Nurse, learning disability, with interest in property management","2024-04-02, 2022-11-10 - 2024-11-10","Nurse, learning disability, with interest in property management. Engaged via Meeting Set Up, Frequent frequency. Outcome: Signed Up. Purchased: 6 units of Maintenance Plan on 2024-04-02.",Meeting Set Up,Frequent,Signed Up
Natasha,Myers,"Baker, Todd and Poole",6915 Parker Junctions Apt. 615,West Elizabeth,Missouri,92166,Develop foot point whom today very maybe six ago sea finish whatever environmental.,Rental Package,02-01-2025,68,Frequent,"Social researcher, with interest in property management","2024-12-14, 2023-02-06 - 2025-01-02","Social researcher, with interest in property management. Engaged via Followed Up, Frequent frequency. Outcome: Pending Decision. Purchased: 68 units of Rental Package on 2024-12-14.",Followed Up,Frequent,Pending Decision
Kayla,Harper,Patterson-Howard,35633 Robyn Keys Suite 238,Lake Raymond,Oklahoma,65394,Mind threat such capital go interest our international player thank control member reason.,Cleaning,25-03-2025,54,Occasional,"Tree surgeon, with interest in property management","2023-12-02, 2023-08-07 - 2025-03-25","Tree surgeon, with interest in property management. Engaged via Emailed, Occasional frequency. Outcome: Requested Info. Purchased: 54 units of Cleaning on 2023-12-02.",Emailed,Occasional,Requested Info
Bruce,Copeland,"Smith, Moore and Brown",24813 Lyons Row,North Lance,Delaware,57201,Whole recent very get get benefit discussion.,Listing,28-03-2025,23,Frequent,"Careers adviser, with interest in property management","2024-11-21, 2022-07-18 - 2025-03-28","Careers adviser, with interest in property management. Engaged via Responded, Frequent frequency. Outcome: Requested Info. Purchased: 23 units of Listing on 2024-11-21.",Responded,Frequent,Requested Info
John,Hunter,Odonnell Ltd,577 Devin Tunnel,New Lauren,Illinois,26407,Week nation make office national be protect run manage kind.,Inspection,11-04-2025,82,One-time,"Designer, blown glass/stained glass, with interest in property management","2025-01-26, 2024-08-09 - 2025-04-11","Designer, blown glass/stained glass, with interest in property management. Engaged via Called, One-time frequency. Outcome: Not Interested. Purchased: 82 units of Inspection on 2025-01-26.",Called,One-time,Not Interested
Adrienne,Blevins,Rodriguez-Aguilar,96057 Heath Roads,Bryanfurt,North Carolina,1248,Source local center success artist direction source ok start citizen culture.,Inspection,07-01-2024,95,Occasional,"Ranger/warden, with interest in property management","2023-06-06, 2023-04-25 - 2024-01-07","Ranger/warden, with interest in property management. Engaged via Followed Up, Occasional frequency. Outcome: Not Interested. Purchased: 95 units of Inspection on 2023-06-06.",Followed Up,Occasional,Not Interested
Eric,Simmons,"Fernandez, Jacobson and Carr",00204 Gregory Estates,Richardland,Iowa,77317,Weight choice finish this positive provide whether carry treat five election follow if.,Cleaning,22-04-2025,3,Frequent,"Diagnostic radiographer, with interest in property management","2025-04-03, 2023-06-08 - 2025-04-22","Diagnostic radiographer, with interest in property management. Engaged via Emailed, Frequent frequency. Outcome: Pending Decision. Purchased: 3 units of Cleaning on 2025-04-03.",Emailed,Frequent,Pending Decision
Mandy,Nolan,"Jacobs, Bell and Wood",943 Savannah Mountains Apt. 418,Patriciabury,South Dakota,10905,Source exactly example entire say two green the mind every poor civil situation avoid.,Listing,27-06-2024,10,Frequent,"Doctor, hospital, with interest in property management","2023-12-27, 2023-11-13 - 2024-06-27","Doctor, hospital, with interest in property management. Engaged via Emailed, Frequent frequency. Outcome: Not Interested. Purchased: 10 units of Listing on 2023-12-27.",Emailed,Frequent,Not Interested
Bradley,Deleon,Barrett LLC,6859 Garcia Trafficway,East Brian,Nebraska,19574,Hour able today everyone day mother attack partner his daughter call draw local.,Inspection,07-04-2024,86,Occasional,"Clinical psychologist, with interest in property management","2023-10-27, 2023-10-08 - 2024-04-07","Clinical psychologist, with interest in property management. Engaged via Not Answered, Occasional frequency. Outcome: Requested Info. Purchased: 86 units of Inspection on 2023-10-27.",Not Answered,Occasional,Requested Info
Yvette,Colon,Norman-Freeman,150 Jonathon Club,New Andrewton,South Carolina,96616,Wonder father well special leg raise perform.,Maintenance Plan,27-09-2023,28,Occasional,"Solicitor, with interest in property management","2023-08-29, 2023-02-02 - 2023-09-27","Solicitor, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 28 units of Maintenance Plan on 2023-08-29.",Responded,Occasional,Scheduled Appointment
Pamela,Poole,"Huffman, Kelley and Myers",86463 Ricardo Cove,Kellyville,Iowa,41167,Give require type ground material perform course can dinner level herself fly project.,Rental Package,01-01-2024,27,Frequent,"Learning mentor, with interest in property management","2023-08-13, 2023-06-14 - 2024-01-01","Learning mentor, with interest in property management. Engaged via Responded, Frequent frequency. Outcome: Signed Up. Purchased: 27 units of Rental Package on 2023-08-13.",Responded,Frequent,Signed Up
Alexis,Mckee,"Kim, Mcgrath and Brown",524 Sarah Port Apt. 202,Maryshire,Maine,4345,Arrive food fund road produce one build tell baby.,Maintenance Plan,08-04-2025,91,One-time,"Gaffer, with interest in property management","2024-12-22, 2023-09-15 - 2025-04-08","Gaffer, with interest in property management. Engaged via Responded, One-time frequency. Outcome: Requested Info. Purchased: 91 units of Maintenance Plan on 2024-12-22.",Responded,One-time,Requested Info
Timothy,Martinez,"Espinoza, Watson and Carter",497 Erik Ranch Apt. 595,Taylorfort,Oklahoma,53105,Suggest alone win data seek budget minute heart discussion.,Maintenance Plan,04-10-2024,32,Occasional,"Catering manager, with interest in property management","2024-08-06, 2024-06-28 - 2024-10-04","Catering manager, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Signed Up. Purchased: 32 units of Maintenance Plan on 2024-08-06.",Responded,Occasional,Signed Up
Bonnie,Bush,Lawson-Strong,22551 Stone Cliffs Apt. 553,Lake Deborah,South Carolina,83492,Nation rock energy feel back four game.,Listing,12-08-2024,96,Occasional,"Designer, graphic, with interest in property management","2023-09-29, 2022-09-13 - 2024-08-12","Designer, graphic, with interest in property management. Engaged via Called, Occasional frequency. Outcome: Not Interested. Purchased: 96 units of Listing on 2023-09-29.",Called,Occasional,Not Interested
Cynthia,Moore,Contreras-Compton,70159 Brian Meadow,North Michaelside,Nebraska,40319,Everybody personal personal enough cut remain soon series morning tell contain fund.,Inspection,16-01-2025,69,Frequent,"Proofreader, with interest in property management","2024-07-15, 2024-05-27 - 2025-01-16","Proofreader, with interest in property management. Engaged via Meeting Set Up, Frequent frequency. Outcome: Pending Decision. Purchased: 69 units of Inspection on 2024-07-15.",Meeting Set Up,Frequent,Pending Decision
Andrew,Castillo,Smith-Osborne,119 Nicole Estates Suite 179,Seanshire,New Mexico,886,Religious mean health test modern large someone item.,Listing,03-12-2024,81,One-time,"Surveyor, insurance, with interest in property management","2024-01-31, 2022-05-05 - 2024-12-03","Surveyor, insurance, with interest in property management. Engaged via Meeting Set Up, One-time frequency. Outcome: Scheduled Appointment. Purchased: 81 units of Listing on 2024-01-31.",Meeting Set Up,One-time,Scheduled Appointment
Regina,Weaver,Lee-Johnson,7557 Vega Avenue Suite 813,Hodgeschester,Alaska,38775,Instead require seat lawyer pattern federal outside when.,Maintenance Plan,12-04-2025,51,Frequent,"Chief of Staff, with interest in property management","2025-01-22, 2023-02-06 - 2025-04-12","Chief of Staff, with interest in property management. Engaged via Responded, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 51 units of Maintenance Plan on 2025-01-22.",Responded,Frequent,Scheduled Appointment
Kelly,Robinson,Pratt LLC,80060 Williams Bridge,Anthonyton,Georgia,53785,Condition shoulder medical drop law evidence open nearly sense guess answer great.,Inspection,01-10-2024,52,One-time,"Financial controller, with interest in property management","2024-08-27, 2022-06-10 - 2024-10-01","Financial controller, with interest in property management. Engaged via Responded, One-time frequency. Outcome: Requested Info. Purchased: 52 units of Inspection on 2024-08-27.",Responded,One-time,Requested Info
Jennifer,Harrison,Lewis PLC,893 Glover Ferry,Lake Margaret,Montana,11156,President travel minute election social particular family camera local away.,Inspection,21-10-2024,81,Occasional,"Furniture designer, with interest in property management","2024-10-20, 2022-05-14 - 2024-10-21","Furniture designer, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 81 units of Inspection on 2024-10-20.",Responded,Occasional,Scheduled Appointment
Ashley,Santana,Olson-Diaz,2952 Taylor Radial Suite 830,Mckenziechester,Mississippi,42349,Event tend hospital free executive Mrs fall note sea that.,Listing,23-02-2025,75,Occasional,"Surveyor, rural practice, with interest in property management","2024-02-22, 2022-07-29 - 2025-02-23","Surveyor, rural practice, with interest in property management. Engaged via Not Answered, Occasional frequency. Outcome: Pending Decision. Purchased: 75 units of Listing on 2024-02-22.",Not Answered,Occasional,Pending Decision
Amy,Oneal,Simmons Inc,8137 Strickland Circle,Ortegaview,Alabama,46699,Base commercial green baby civil agency member.,Rental Package,01-12-2023,10,Occasional,"Government social research officer, with interest in property management","2023-10-20, 2023-09-18 - 2023-12-01","Government social research officer, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 10 units of Rental Package on 2023-10-20.",Responded,Occasional,Scheduled Appointment
Brad,Evans,Christensen-West,886 Simpson Roads,Lake Brooke,Maine,52485,Real newspaper street perhaps not simply table.,Maintenance Plan,22-02-2024,67,Occasional,"Legal secretary, with interest in property management","2023-12-07, 2022-10-12 - 2024-02-22","Legal secretary, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Signed Up. Purchased: 67 units of Maintenance Plan on 2023-12-07.",Responded,Occasional,Signed Up
Amy,Ochoa,"Austin, Mckenzie and Davis",6777 Joel Lodge Suite 042,Langfort,Nevada,91917,Computer its nation capital then campaign nothing less born something may former.,Inspection,12-04-2025,100,One-time,"Health promotion specialist, with interest in property management","2024-02-27, 2022-11-13 - 2025-04-12","Health promotion specialist, with interest in property management. Engaged via Responded, One-time frequency. Outcome: Pending Decision. Purchased: 100 units of Inspection on 2024-02-27.",Responded,One-time,Pending Decision
Dennis,Davis,Ruiz LLC,13177 Long Manor Suite 142,Brandonstad,Alaska,16465,Professor little career own while second beat stay.,Inspection,27-01-2025,64,Frequent,"Firefighter, with interest in property management","2024-10-12, 2024-07-29 - 2025-01-27","Firefighter, with interest in property management. Engaged via Called, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 64 units of Inspection on 2024-10-12.",Called,Frequent,Scheduled Appointment
Jamie,Wright,"Sandoval, Moss and Hartman",69037 Davila Drives,Whiteheadside,Oklahoma,75277,Idea decide note traditional free line model idea a give such thing.,Cleaning,06-04-2025,58,Frequent,"Engineer, automotive, with interest in property management","2024-06-20, 2022-05-01 - 2025-04-06","Engineer, automotive, with interest in property management. Engaged via Not Answered, Frequent frequency. Outcome: Signed Up. Purchased: 58 units of Cleaning on 2024-06-20.",Not Answered,Frequent,Signed Up
Brian,Mack,James-Brown,75713 David Place,Burchmouth,Iowa,52328,Window hour left rather too yes without enter land.,Maintenance Plan,25-03-2024,58,One-time,"Private music teacher, with interest in property management","2023-11-08, 2023-07-26 - 2024-03-25","Private music teacher, with interest in property management. Engaged via Not Answered, One-time frequency. Outcome: Not Interested. Purchased: 58 units of Maintenance Plan on 2023-11-08.",Not Answered,One-time,Not Interested
Melissa,Phillips,Smith LLC,93209 Ashley Garden,West Brendanchester,Ohio,65203,Your class else force game everything performance.,Cleaning,18-02-2025,30,Occasional,"Maintenance engineer, with interest in property management","2024-12-01, 2023-03-10 - 2025-02-18","Maintenance engineer, with interest in property management. Engaged via Called, Occasional frequency. Outcome: Pending Decision. Purchased: 30 units of Cleaning on 2024-12-01.",Called,Occasional,Pending Decision
Carolyn,Lamb,"Ward, Cameron and Harris",47331 Steele Point,West Savannahchester,Nevada,33377,Practice operation best campaign in poor shoulder.,Cleaning,18-04-2025,32,Frequent,"Automotive engineer, with interest in property management","2025-03-20, 2023-08-07 - 2025-04-18","Automotive engineer, with interest in property management. Engaged via Meeting Set Up, Frequent frequency. Outcome: Requested Info. Purchased: 32 units of Cleaning on 2025-03-20.",Meeting Set Up,Frequent,Requested Info
Chelsea,Garcia,Richards-Evans,031 Walker Run Apt. 093,West Oscar,Mississippi,3075,Subject paper itself behind son language lose.,Listing,06-06-2024,3,Occasional,"Artist, with interest in property management","2023-09-01, 2023-07-19 - 2024-06-06","Artist, with interest in property management. Engaged via Followed Up, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 3 units of Listing on 2023-09-01.",Followed Up,Occasional,Scheduled Appointment
Troy,Jackson,Hood-Bishop,976 Andrea Ways,Port Melissa,Alaska,85597,Much organization week assume under city white inside school.,Inspection,21-04-2025,32,Frequent,"Video editor, with interest in property management","2025-03-24, 2023-12-16 - 2025-04-21","Video editor, with interest in property management. Engaged via Followed Up, Frequent frequency. Outcome: Pending Decision. Purchased: 32 units of Inspection on 2025-03-24.",Followed Up,Frequent,Pending Decision
Beverly,Mckee,Mcgee-Hernandez,5618 Drake Freeway Apt. 068,Susanview,Connecticut,73133,Lawyer always budget president agree go range region already film.,Rental Package,03-03-2025,65,Occasional,"Exhibitions officer, museum/gallery, with interest in property management","2025-01-01, 2023-05-04 - 2025-03-03","Exhibitions officer, museum/gallery, with interest in property management. Engaged via Meeting Set Up, Occasional frequency. Outcome: Requested Info. Purchased: 65 units of Rental Package on 2025-01-01.",Meeting Set Up,Occasional,Requested Info
Jason,Garza,Jones and Sons,8699 Taylor Vista,West Michelle,Ohio,14898,Stock easy put serve never full when cultural bit build another clearly.,Cleaning,02-09-2024,6,One-time,"Scientific laboratory technician, with interest in property management","2024-05-18, 2022-09-11 - 2024-09-02","Scientific laboratory technician, with interest in property management. Engaged via Called, One-time frequency. Outcome: Scheduled Appointment. Purchased: 6 units of Cleaning on 2024-05-18.",Called,One-time,Scheduled Appointment
Amanda,French,"Taylor, Briggs and Nicholson",45289 Todd Isle,Lake Christopherfort,Louisiana,35939,Mean author gun special blood blood free quickly color act truth smile that focus.,Listing,05-11-2024,10,One-time,"Stage manager, with interest in property management","2024-10-24, 2023-03-10 - 2024-11-05","Stage manager, with interest in property management. Engaged via Emailed, One-time frequency. Outcome: Scheduled Appointment. Purchased: 10 units of Listing on 2024-10-24.",Emailed,One-time,Scheduled Appointment
Joshua,Jones,Sanchez Inc,1023 Douglas Garden Suite 724,South Susanborough,Pennsylvania,82824,Address radio magazine amount education art reveal smile nation across.,Rental Package,10-02-2024,16,One-time,"Wellsite geologist, with interest in property management","2023-08-25, 2022-06-11 - 2024-02-10","Wellsite geologist, with interest in property management. Engaged via Responded, One-time frequency. Outcome: Signed Up. Purchased: 16 units of Rental Package on 2023-08-25.",Responded,One-time,Signed Up
Teresa,Mays,Pena LLC,362 Michael Canyon,West John,Virginia,41460,Accept ground southern positive around senior board herself enough oil interview ground building.,Inspection,30-01-2025,20,One-time,"Immunologist, with interest in property management","2024-03-01, 2023-07-13 - 2025-01-30","Immunologist, with interest in property management. Engaged via Emailed, One-time frequency. Outcome: Not Interested. Purchased: 20 units of Inspection on 2024-03-01.",Emailed,One-time,Not Interested
Omar,Hicks,Jackson Group,4289 White Parks,New Gabriel,Georgia,7842,Money debate simply son Republican themselves lawyer sister drug figure dinner.,Maintenance Plan,23-01-2025,65,One-time,"Waste management officer, with interest in property management","2024-09-04, 2022-05-14 - 2025-01-23","Waste management officer, with interest in property management. Engaged via Followed Up, One-time frequency. Outcome: Pending Decision. Purchased: 65 units of Maintenance Plan on 2024-09-04.",Followed Up,One-time,Pending Decision
Michelle,Gonzales,Bennett-Ward,5642 Mclaughlin Garden,Yolandaville,Oregon,79043,Season agree theory site push term imagine change foot.,Inspection,21-04-2025,69,Occasional,"Cartographer, with interest in property management","2025-01-23, 2022-09-21 - 2025-04-21","Cartographer, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 69 units of Inspection on 2025-01-23.",Responded,Occasional,Scheduled Appointment
Julie,Sexton,Burgess PLC,91246 Gonzalez Drives Suite 337,New Richard,Missouri,51895,Yourself audience outside outside system country act low anyone four positive.,Rental Package,19-12-2023,70,Occasional,"Sales professional, IT, with interest in property management","2023-11-09, 2022-08-18 - 2023-12-19","Sales professional, IT, with interest in property management. Engaged via Called, Occasional frequency. Outcome: Pending Decision. Purchased: 70 units of Rental Package on 2023-11-09.",Called,Occasional,Pending Decision
Taylor,Shepherd,"Ryan, Bailey and Miller",097 Jessica Key Suite 899,Hannahborough,Illinois,76831,Letter participant kitchen here whose kitchen since fly.,Maintenance Plan,03-03-2025,23,Frequent,"Clinical biochemist, with interest in property management","2023-06-15, 2023-04-26 - 2025-03-03","Clinical biochemist, with interest in property management. Engaged via Emailed, Frequent frequency. Outcome: Requested Info. Purchased: 23 units of Maintenance Plan on 2023-06-15.",Emailed,Frequent,Requested Info
Thomas,Phillips,"Garza, Aguilar and Smith",14677 Kelley Forges Suite 209,Amyfurt,California,48038,Similar indicate improve technology senior responsibility somebody there poor responsibility standard.,Rental Package,01-03-2025,77,One-time,"Control and instrumentation engineer, with interest in property management","2023-09-29, 2022-06-06 - 2025-03-01","Control and instrumentation engineer, with interest in property management. Engaged via Followed Up, One-time frequency. Outcome: Scheduled Appointment. Purchased: 77 units of Rental Package on 2023-09-29.",Followed Up,One-time,Scheduled Appointment
Mike,Marsh,"Martin, Martinez and Ramirez",269 Jones Flats,New Jamesview,Rhode Island,58283,Really despite what country daughter gas research security I out.,Cleaning,07-08-2024,74,Occasional,"Management consultant, with interest in property management","2024-02-23, 2023-07-24 - 2024-08-07","Management consultant, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Not Interested. Purchased: 74 units of Cleaning on 2024-02-23.",Responded,Occasional,Not Interested
Melissa,Ruiz,Mcdonald-Lindsey,560 Dominguez Mission,Alexisbury,North Carolina,38171,Figure ok material yard such list into special wear authority through.,Listing,12-08-2024,52,One-time,"Sales executive, with interest in property management","2023-05-17, 2022-10-30 - 2024-08-12","Sales executive, with interest in property management. Engaged via Not Answered, One-time frequency. Outcome: Not Interested. Purchased: 52 units of Listing on 2023-05-17.",Not Answered,One-time,Not Interested
Michael,Chaney,"White, Kelly and Howell",4093 Avery Port,Johnsonburgh,Tennessee,5014,Indeed billion top he investment fly your role set family tree.,Rental Package,04-03-2025,13,Frequent,"Research scientist (life sciences), with interest in property management","2024-08-16, 2022-04-23 - 2025-03-04","Research scientist (life sciences), with interest in property management. Engaged via Responded, Frequent frequency. Outcome: Signed Up. Purchased: 13 units of Rental Package on 2024-08-16.",Responded,Frequent,Signed Up
Jared,Dawson,Lopez and Sons,042 Shelby Streets,Adrianaview,Georgia,87995,Leader just child difference glass coach interesting find star order.,Maintenance Plan,02-03-2025,55,One-time,"Warehouse manager, with interest in property management","2024-10-22, 2024-02-08 - 2025-03-02","Warehouse manager, with interest in property management. Engaged via Responded, One-time frequency. Outcome: Requested Info. Purchased: 55 units of Maintenance Plan on 2024-10-22.",Responded,One-time,Requested Info
Stephanie,Atkinson,"Hobbs, Andrews and Roberts",370 Williams Brook,Rachelmouth,South Carolina,86567,Now story near mouth artist style amount even dark anything rise.,Listing,08-04-2025,43,Occasional,"Health service manager, with interest in property management","2025-02-14, 2024-09-20 - 2025-04-08","Health service manager, with interest in property management. Engaged via Emailed, Occasional frequency. Outcome: Not Interested. Purchased: 43 units of Listing on 2025-02-14.",Emailed,Occasional,Not Interested
Matthew,Riley,"Hood, Garcia and Montes",8364 Jordan Junctions Apt. 202,Port Leslie,Nevada,43256,Blood in those a understand admit tonight conference remember old world ask.,Cleaning,24-06-2024,22,Occasional,"Programme researcher, broadcasting/film/video, with interest in property management","2024-02-02, 2022-12-18 - 2024-06-24","Programme researcher, broadcasting/film/video, with interest in property management. Engaged via Responded, Occasional frequency. Outcome: Signed Up. Purchased: 22 units of Cleaning on 2024-02-02.",Responded,Occasional,Signed Up
Melvin,Villa,Jenkins Inc,272 Bell Coves Apt. 497,New Ericburgh,Maine,25108,Stock attention full clearly chair keep owner election pass worker available exist particular.,Rental Package,28-07-2024,57,Frequent,"Armed forces logistics/support/administrative officer, with interest in property management","2024-05-12, 2022-09-10 - 2024-07-28","Armed forces logistics/support/administrative officer, with interest in property management. Engaged via Meeting Set Up, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 57 units of Rental Package on 2024-05-12.",Meeting Set Up,Frequent,Scheduled Appointment
Dale,Daniels,Williams-Smith,438 Lyons Causeway,Port Carolyn,New York,20758,Able rule into behind everything Democrat.,Cleaning,26-06-2024,76,Occasional,"Technical brewer, with interest in property management","2024-04-15, 2023-03-06 - 2024-06-26","Technical brewer, with interest in property management. Engaged via Called, Occasional frequency. Outcome: Not Interested. Purchased: 76 units of Cleaning on 2024-04-15.",Called,Occasional,Not Interested
Michael,Taylor,"Gillespie, Pierce and Wolfe",47302 Schwartz Square,Cunninghamstad,New Jersey,5658,As material off nearly sell list image analysis.,Maintenance Plan,30-01-2025,97,Frequent,"Librarian, public, with interest in property management","2024-07-19, 2022-08-08 - 2025-01-30","Librarian, public, with interest in property management. Engaged via Emailed, Frequent frequency. Outcome: Signed Up. Purchased: 97 units of Maintenance Plan on 2024-07-19.",Emailed,Frequent,Signed Up
William,Davenport,Martinez Group,2444 Riggs Lake Suite 850,Heatherburgh,Massachusetts,65626,Do able plan system sing put democratic coach.,Inspection,14-04-2025,5,Occasional,"Horticultural therapist, with interest in property management","2025-04-09, 2023-11-03 - 2025-04-14","Horticultural therapist, with interest in property management. Engaged via Not Answered, Occasional frequency. Outcome: Requested Info. Purchased: 5 units of Inspection on 2025-04-09.",Not Answered,Occasional,Requested Info
