First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary
Melissa,Moore,Meyer LLC,6043 Brittney Vista,North Ashleymouth,Nebraska,32855,Administration child recent stock enter national book can on note.,Cucumbers,26-12-2024,4,Frequent,Chartered legal executive (England and Wales) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-01, 2024-07-12 - 2024-12-26",Chartered legal executive (England and Wales) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 4 units of Cucumbers on 2024-11-01.
Todd,Giles,Dudley-Hoffman,6580 Faulkner Hill,Robertland,Nebraska,9122,Likely daughter word book very change easy state allow effort here moment.,Cucumbers,18-04-2025,78,Frequent,Phytotherapist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-04-11, 2024-11-19 - 2025-04-18",Phytotherapist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 78 units of Cucumbers on 2025-04-11.
Toni,Gomez,Castaneda-Figueroa,0297 Pierce Overpass Apt. 968,Andrewhaven,Montana,69140,Traditional least why sometimes dinner Mrs president similar section gas.,Berries,17-11-2024,57,Instable,Advertising account planner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-13, 2024-06-01 - 2024-11-17",Advertising account planner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 57 units of Berries on 2024-10-13.
Kimberly,Travis,Singleton and Sons,728 Frank Haven Apt. 029,Port Heathershire,Oklahoma,94415,Next describe rock only fish despite decision just avoid what drug tonight morning.,Carrots,28-02-2025,88,Instable,"Radiographer, diagnostic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-02-16, 2024-09-16 - 2025-02-28","Radiographer, diagnostic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 88 units of Carrots on 2025-02-16."
Tammy,Freeman,"Rogers, Duke and Morrow",17058 Ryan Spurs,New Williamland,North Dakota,99639,Power person forget standard figure bring science save than hand.,Yogurt,21-04-2025,7,Instable,Radiation protection practitioner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-02-20, 2024-12-15 - 2025-04-21",Radiation protection practitioner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 7 units of Yogurt on 2025-02-20.
Timothy,Griffith,Brown Ltd,532 Day Ferry Apt. 090,Richardborough,Alaska,19531,Customer debate vote general step follow now actually simple.,Apples,18-07-2024,39,Frequent,"Teacher, primary school with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-05-06, 2024-01-21 - 2024-07-18","Teacher, primary school with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 39 units of Apples on 2024-05-06."
Emily,Berg,Robinson Ltd,73353 Danielle Groves Suite 808,Nicoleside,Hawaii,56053,Attack grow help entire history allow employee.,Carrots,07-05-2025,82,Frequent,"Engineer, agricultural with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-04-02, 2025-01-02 - 2025-05-07","Engineer, agricultural with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 82 units of Carrots on 2025-04-02."
Christopher,Jimenez,"Adams, Morris and Roth",099 Sanders Lane,Port Ronald,Arizona,3421,Bill career staff citizen southern read true her.,Spinach,12-04-2025,76,Rare,Dancer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-02-25, 2024-10-25 - 2025-04-12",Dancer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 76 units of Spinach on 2025-02-25.
Ricky,Russell,Walker LLC,2379 Sanchez Shore,New Loritown,Kentucky,12825,Focus course else whole natural commercial cup ability century bank might.,Yogurt,11-01-2025,2,Instable,Television floor manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-04, 2024-07-20 - 2025-01-11",Television floor manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 2 units of Yogurt on 2024-11-04.
Alexis,Dunn,"House, Anderson and Garrett",82057 Nichols Meadow Suite 576,Lake Kyle,New Jersey,36228,Society happy hundred probably far affect whom whose small state.,Apples,06-02-2025,31,Frequent,"Programmer, systems with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-11-11, 2024-07-18 - 2025-02-06","Programmer, systems with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 31 units of Apples on 2024-11-11."
Ryan,Lawson,"Adams, Delacruz and Flores",456 Lewis Island Suite 892,Jeremymouth,Georgia,16982,Perhaps billion member hit interesting sort market resource billion simply such.,Carrots,21-04-2024,33,Instable,Purchasing manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-04-18, 2023-12-13 - 2024-04-21",Purchasing manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 33 units of Carrots on 2024-04-18.
John,Lynch,Lewis-Young,55485 Angel Canyon Apt. 895,New Michael,Indiana,6794,Pick play brother quickly lot name process.,Milk,29-04-2025,36,Instable,"Pilot, airline with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-03-05, 2024-12-10 - 2025-04-29","Pilot, airline with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 36 units of Milk on 2025-03-05."
Caleb,Barnes,Wright-Stone,29401 Maria Mountain Suite 780,New Brandonview,Utah,56014,Do gas wind set price most.,Carrots,23-07-2024,65,Frequent,Education administrator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-04, 2024-04-04 - 2024-07-23",Education administrator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 65 units of Carrots on 2024-07-04.
Matthew,Wallace,Warren LLC,847 Jean Skyway Apt. 535,Collinhaven,Arkansas,83784,Number leader during feel decide present section mission doctor.,Carrots,02-10-2024,66,Frequent,Museum/gallery exhibitions officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-09-06, 2024-07-07 - 2024-10-02",Museum/gallery exhibitions officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 66 units of Carrots on 2024-09-06.
Ronnie,Hernandez,"Nielsen, Bond and Green",813 Lori Ramp Suite 568,Oconnellmouth,South Dakota,17909,North coach game wrong significant recent expect policy international candidate series his.,Berries,02-12-2024,75,Frequent,"Accountant, chartered certified with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-10-08, 2024-08-31 - 2024-12-02","Accountant, chartered certified with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 75 units of Berries on 2024-10-08."
Melissa,Ortiz,"Shields, Figueroa and Taylor",724 April Radial Suite 999,Marystad,Idaho,35086,Goal concern address carry realize think sing employee choose when word near.,Lettuce,03-11-2024,19,Only Once,Ecologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-28, 2024-07-13 - 2024-11-03",Ecologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 19 units of Lettuce on 2024-08-28.
John,Strong,Porter Group,829 Sandra Hills,Port Nicole,Nebraska,16945,Game but hit nation leg conference explain main inside final hear.,Lettuce,06-01-2025,55,Rare,Health and safety inspector with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-29, 2024-09-26 - 2025-01-06",Health and safety inspector with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 55 units of Lettuce on 2024-10-29.
Robert,Contreras,Haynes-Martinez,330 Stanley Vista Suite 912,Wendyville,Arkansas,70428,Full treat information they yourself later couple size ok store.,Carrots,05-04-2025,59,Frequent,Public house manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-15, 2025-01-28 - 2025-04-05",Public house manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 59 units of Carrots on 2025-03-15.
Hayley,Gray,Smith LLC,0191 Griffith Station Suite 290,Rogermouth,Utah,34868,Nearly five level style white radio.,Cucumbers,02-04-2025,11,Instable,"Designer, blown glass/stained glass with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-02-01, 2024-12-04 - 2025-04-02","Designer, blown glass/stained glass with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 11 units of Cucumbers on 2025-02-01."
Caleb,Boyd,Perry LLC,75356 Alexander Terrace,Peterchester,Wisconsin,43204,Edge feel field small find store majority only.,Yogurt,29-06-2025,71,Rare,Plant breeder/geneticist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-04-08, 2025-01-01 - 2025-06-29",Plant breeder/geneticist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 71 units of Yogurt on 2025-04-08.
Amy,Colon,Tucker Ltd,01516 Shane Keys,South Suzanne,Texas,93457,Leave dark growth leave pretty standard.,Lettuce,03-10-2024,10,Frequent,Writer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-18, 2024-03-01 - 2024-10-03",Writer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 10 units of Lettuce on 2024-07-18.
Kayla,Tyler,Summers Ltd,42926 Jessica Mount Suite 029,Robintown,Hawaii,97205,Wonder or somebody most husband candidate.,Cheese,15-07-2024,82,Rare,Maintenance engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-23, 2024-01-04 - 2024-07-15",Maintenance engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 82 units of Cheese on 2024-05-23.
Kyle,Patel,Miller-Hanna,581 Fischer Port Suite 171,Port Philip,Delaware,4343,Analysis above authority support follow fall time as force research.,Apples,24-12-2024,34,Instable,Optometrist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-25, 2024-07-21 - 2024-12-24",Optometrist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 34 units of Apples on 2024-10-25.
Vanessa,Cox,Shaw-Hamilton,68317 Devin Plains,Rossmouth,Michigan,93583,Question court someone study other issue choice treat lead produce type rise.,Cheese,19-06-2024,42,Frequent,Public librarian with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-05, 2023-12-03 - 2024-06-19",Public librarian with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 42 units of Cheese on 2024-05-05.
Heather,Lee,Russell-Byrd,73047 Melinda Inlet Apt. 018,Lake Bradley,Utah,9419,Again what help and operation data those.,Berries,23-09-2024,26,Rare,"Surveyor, quantity with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-07-01, 2024-01-21 - 2024-09-23","Surveyor, quantity with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 26 units of Berries on 2024-07-01."
Joseph,Harris,"Willis, Jackson and Saunders",59150 Brown Circle Suite 702,Hendersonville,Louisiana,46697,Notice blue business town theory different it plan energy individual ball arm.,Yogurt,23-01-2025,38,Rare,Veterinary surgeon with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-17, 2024-08-03 - 2025-01-23",Veterinary surgeon with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 38 units of Yogurt on 2025-01-17.
Amanda,Flores,Arnold and Sons,63178 Horn Spring,East David,Washington,68163,General sort table first summer best country have answer.,Cheese,23-06-2024,70,Only Once,Media buyer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-10, 2024-01-06 - 2024-06-23",Media buyer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 70 units of Cheese on 2024-06-10.
Nichole,Hill,Barnes-Robinson,037 Carolyn Roads Suite 028,New Cassandra,South Dakota,41440,Necessary beyond likely social learn song drug certain.,Tomatoes,24-11-2024,83,Frequent,"Therapist, sports with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-08-29, 2024-06-04 - 2024-11-24","Therapist, sports with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 83 units of Tomatoes on 2024-08-29."
Dillon,Olsen,Vincent Ltd,9697 Brittany Junction Suite 395,Alexanderbury,Wisconsin,85987,Positive despite sit market compare letter several Republican action partner myself.,Lettuce,11-02-2025,93,Instable,Health promotion specialist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-04, 2024-10-27 - 2025-02-11",Health promotion specialist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 93 units of Lettuce on 2025-01-04.
Barbara,Johnson,Bradshaw LLC,50456 Cynthia Mill Apt. 169,New Alison,Alaska,49054,Professor send real explain phone television family indeed.,Cheese,17-06-2024,3,Only Once,Medical technical officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-11, 2024-03-04 - 2024-06-17",Medical technical officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 3 units of Cheese on 2024-05-11.
Tony,Lang,Perez LLC,629 Richards Locks,North Elizabeth,Washington,73217,Watch design respond where own business stage include.,Lettuce,12-12-2024,8,Frequent,"Programmer, multimedia with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-11-28, 2024-09-20 - 2024-12-12","Programmer, multimedia with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 8 units of Lettuce on 2024-11-28."
Nancy,Evans,Thomas-Reeves,42415 Michael Loaf Suite 851,Port Judith,Utah,83488,Responsibility positive according must our available try end agree hard.,Cucumbers,01-01-2025,19,Only Once,Sport and exercise psychologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-12-16, 2024-07-27 - 2025-01-01",Sport and exercise psychologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 19 units of Cucumbers on 2024-12-16.
Sandra,Herman,"Jackson, Jimenez and Peck",68193 Dorsey Row Suite 657,Kathleenchester,North Carolina,60476,Reality she why protect find something number age bar same.,Apples,22-05-2025,67,Instable,Paramedic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-04-06, 2024-12-28 - 2025-05-22",Paramedic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 67 units of Apples on 2025-04-06.
Lynn,Nunez,Barton PLC,3408 Shannon Overpass Apt. 367,North Adam,Arkansas,36836,While her compare newspaper after room senior traditional off American deal result.,Spinach,19-04-2025,9,Rare,Broadcast journalist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-14, 2024-12-10 - 2025-04-19",Broadcast journalist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 9 units of Spinach on 2025-03-14.
Amber,Miller,"Jackson, Garcia and Deleon",85611 Johnson Flats Apt. 385,Ryanview,Indiana,94241,Main if election direction scientist fill decision threat build mission office during.,Apples,04-12-2024,31,Only Once,Consulting civil engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-27, 2024-07-21 - 2024-12-04",Consulting civil engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 31 units of Apples on 2024-11-27.
Marisa,Graves,"Rosales, Benjamin and Rodriguez",150 Davis Dale,Lake Abigailview,Florida,44137,Vote everybody indicate candidate fill trip relationship quickly Mrs.,Berries,10-07-2024,29,Instable,Network engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-11, 2024-03-19 - 2024-07-10",Network engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 29 units of Berries on 2024-06-11.
Charles,Murphy,Anderson-Schneider,786 Gonzalez Squares Suite 647,Port Kimberlystad,Pennsylvania,740,Game phone agreement soldier when dinner trial fact first.,Cheese,16-07-2024,58,Frequent,Ophthalmologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-04-21, 2024-03-09 - 2024-07-16",Ophthalmologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 58 units of Cheese on 2024-04-21.
Stacey,Garner,Thornton-Mitchell,8138 Mcdonald Lodge Apt. 950,Garrettview,Tennessee,81530,Similar notice whom thousand citizen decide thus.,Spinach,23-03-2025,2,Frequent,"Designer, ceramics/pottery with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-03-13, 2024-09-25 - 2025-03-23","Designer, ceramics/pottery with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 2 units of Spinach on 2025-03-13."
Jennifer,Woods,Taylor-Lopez,452 Roberto Flats,Lake Elizabeth,Maryland,75629,Us score beyond authority cultural seven run daughter.,Spinach,28-09-2024,91,Only Once,Sub with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-12, 2024-04-03 - 2024-09-28",Sub with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 91 units of Spinach on 2024-08-12.
Jasmine,Brown,Jackson-Spencer,8309 Miller Cliffs Suite 679,Heatherhaven,New Mexico,40620,Establish why per yes hit television identify without discussion good again.,Lettuce,15-03-2025,23,Only Once,Chartered legal executive (England and Wales) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-27, 2024-08-24 - 2025-03-15",Chartered legal executive (England and Wales) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 23 units of Lettuce on 2025-01-27.
Shannon,Blake,Arnold Ltd,62528 Rojas Haven Suite 972,Port Danielborough,Connecticut,78176,Five treat gas help off music support I under although put.,Apples,06-11-2024,31,Only Once,Learning mentor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-05, 2024-07-07 - 2024-11-06",Learning mentor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 31 units of Apples on 2024-11-05.
Ernest,Murray,Mason-Carr,31871 Charles Light,Mayview,Ohio,48183,For eye reduce voice discover possible decade travel reach important start represent fly.,Spinach,10-03-2025,51,Instable,IT trainer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-02-17, 2024-10-22 - 2025-03-10",IT trainer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 51 units of Spinach on 2025-02-17.
Kristi,York,Martinez Group,7478 Austin Mountains,North Christopher,Wisconsin,77102,South performance air address well prove within Republican money century.,Carrots,16-01-2025,88,Only Once,"Engineer, electrical with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-11-27, 2024-07-01 - 2025-01-16","Engineer, electrical with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 88 units of Carrots on 2024-11-27."
Vincent,Wood,Cantrell and Sons,9112 Amanda Fields,Woodfurt,New York,62216,Ball family bad by hospital energy process stuff.,Cheese,31-07-2024,29,Only Once,"Engineer, energy with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-05-08, 2024-03-28 - 2024-07-31","Engineer, energy with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 29 units of Cheese on 2024-05-08."
Albert,Berry,Parker-Fields,4940 Richard Well Apt. 873,South Traceyton,Oklahoma,29927,Begin brother decade happen culture support term speech foot break state oil doctor.,Apples,21-02-2025,64,Instable,Mudlogger with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-13, 2024-08-31 - 2025-02-21",Mudlogger with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 64 units of Apples on 2025-01-13.
Brian,Salas,Cowan and Sons,237 Barbara Mission,Lake Laura,Tennessee,86705,Discuss series commercial want research mother citizen college dinner cultural.,Berries,31-12-2024,90,Instable,Arboriculturist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-14, 2024-06-30 - 2024-12-31",Arboriculturist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 90 units of Berries on 2024-11-14.
Omar,Anderson,"Bennett, Ray and Miller",024 Fletcher Flat Suite 574,Meganfurt,Rhode Island,97757,Very some note challenge parent reality eight cover meeting determine building.,Spinach,09-03-2025,76,Only Once,Seismic interpreter with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-12-09, 2024-08-01 - 2025-03-09",Seismic interpreter with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 76 units of Spinach on 2024-12-09.
George,Carlson,Hernandez LLC,05852 Joyce Station Suite 788,Brennanton,Maine,70451,Trade authority message money reach home ability age country provide leg home.,Yogurt,26-01-2025,74,Rare,Financial controller with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-24, 2024-11-26 - 2025-01-26",Financial controller with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 74 units of Yogurt on 2025-01-24.
Jacqueline,Fisher,Patrick and Sons,02149 Michael Junction Apt. 054,Lake Jessica,California,75156,Personal I alone good page without collection direction third certain property large.,Lettuce,28-08-2024,89,Instable,"Embryologist, clinical with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-08-22, 2024-03-21 - 2024-08-28","Embryologist, clinical with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 89 units of Lettuce on 2024-08-22."
Steven,Carter,"Higgins, Levy and Martinez",200 David Tunnel,East Leahberg,Utah,48150,Administration piece Republican pressure serious worry Democrat.,Cheese,20-02-2025,92,Instable,Retail banker with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-17, 2024-08-02 - 2025-02-20",Retail banker with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 92 units of Cheese on 2025-01-17.
Susan,Mason,Walker-Ramirez,02640 David Lakes Suite 232,Jamiemouth,Minnesota,34899,Than military concern above debate teach box new evening.,Cheese,19-05-2024,67,Rare,Estate manager/land agent with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-04-22, 2024-02-12 - 2024-05-19",Estate manager/land agent with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 67 units of Cheese on 2024-04-22.
Joy,Joyce,Murphy Group,41666 Jennifer Plaza,Richardside,Minnesota,34163,Low for subject nearly possible position administration expect build task soon increase.,Cheese,30-05-2025,71,Rare,Best boy with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-22, 2025-01-18 - 2025-05-30",Best boy with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 71 units of Cheese on 2025-03-22.
Marissa,Flores,Castaneda PLC,0623 Jensen Lights,Taylorchester,California,59259,Do best wrong ask unit we present interest story.,Milk,07-10-2024,49,Instable,Animal technologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-15, 2024-04-14 - 2024-10-07",Animal technologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 49 units of Milk on 2024-08-15.
Sarah,Robinson,Bullock LLC,457 Burnett Port Suite 794,New Brianburgh,Washington,18316,History agreement somebody tough school law environmental few person growth.,Berries,11-12-2024,36,Frequent,"Geologist, engineering with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-10-20, 2024-08-10 - 2024-12-11","Geologist, engineering with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 36 units of Berries on 2024-10-20."
William,Brown,"Fisher, Torres and Farrell",464 Gregory Bypass,Lake Jill,Colorado,55800,Stock think general remember avoid care hotel be.,Apples,04-05-2025,1,Frequent,Print production planner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-04-12, 2024-10-17 - 2025-05-04",Print production planner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 1 units of Apples on 2025-04-12.
Chelsea,Taylor,Gutierrez-Cook,31420 Stephens Ranch Suite 892,Joneshaven,Washington,96813,Staff task why generation offer thing tonight vote star four energy.,Tomatoes,29-06-2024,63,Frequent,Public house manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-30, 2023-12-06 - 2024-06-29",Public house manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 63 units of Tomatoes on 2024-05-30.
Holly,Watson,"Anderson, Mcpherson and Hill",0697 Andrew Via Suite 420,Victorport,Rhode Island,51505,Blue whose development baby pull half go talk series several not.,Apples,11-10-2024,83,Frequent,Midwife with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-10, 2024-03-08 - 2024-10-11",Midwife with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 83 units of Apples on 2024-08-10.
Jessica,Stevens,"Wright, Wilson and Crawford",2669 Obrien Lodge,Sandersview,Rhode Island,21116,Around though break movement budget sign test remember save only evidence position couple.,Cucumbers,21-01-2025,79,Frequent,Health and safety inspector with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-12-21, 2024-08-13 - 2025-01-21",Health and safety inspector with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 79 units of Cucumbers on 2024-12-21.
Derek,Thornton,Schmitt Ltd,28903 Conner Overpass Apt. 599,New Darrenfort,New Hampshire,54640,Lose later common whose buy keep population than.,Tomatoes,10-06-2025,81,Frequent,Data processing manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-26, 2025-01-31 - 2025-06-10",Data processing manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 81 units of Tomatoes on 2025-03-26.
Allison,Hatfield,Edwards Inc,57691 Martin Green,Villashire,Wisconsin,89108,Political rise including however situation land whom look there floor manage senior next.,Lettuce,06-10-2024,58,Frequent,Chief Strategy Officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-05, 2024-02-20 - 2024-10-06",Chief Strategy Officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 58 units of Lettuce on 2024-08-05.
Jake,Hawkins,Vazquez PLC,8447 Wells Isle Suite 787,Wellsborough,Wisconsin,621,Box go few simply play need food value right.,Apples,13-11-2024,29,Only Once,"Designer, interior/spatial with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-08-28, 2024-07-14 - 2024-11-13","Designer, interior/spatial with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 29 units of Apples on 2024-08-28."
Ashley,Booth,Cain Ltd,85224 Suzanne Inlet Apt. 642,Chapmanmouth,Maryland,67666,Include team identify as value control international crime.,Apples,27-08-2024,19,Only Once,Aid worker with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-30, 2024-03-10 - 2024-08-27",Aid worker with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 19 units of Apples on 2024-07-30.
