First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary,Model of Communication,Frequency,Outcome
Steve,Silva,White Group,5865 Jamie Creek,Anthonyborough,North Dakota,18954,Activity sell hope idea happen deep think recent yard house.,Pepperoni,2025-03-28,4,9 times,"Occupational psychologist, pizza enthusiast","2025-02-15, 2023-07-07 - 2025-03-28","Occupational psychologist, pizza enthusiast. Contacted via SMS 9 times. Outcome: No Reply. Ordered 4x Pepperoni on 2025-02-15.",SMS,9,No Reply
Barbara,Edwards,Torres-Lyons,755 Laura Ridges,Rayton,Alaska,18840,Sell per talk computer same data smile back bank.,Meat Lovers,2024-12-21,2,6 times,"Hydrologist, pizza enthusiast","2024-11-27, 2024-04-18 - 2024-12-21","Hydrologist, pizza enthusiast. Contacted via Call 6 times. Outcome: Scheduled Pickup. Ordered 2x Meat Lovers on 2024-11-27.",Call,6,Scheduled Pickup
Christopher,Carroll,Allen-Robertson,411 Erika Fall,Lake Kathleenburgh,Minnesota,79352,Voice citizen upon true agreement only society PM century push ready.,Meat Lovers,2025-01-12,3,5 times,"Editor, film/video, pizza enthusiast","2024-11-07, 2024-05-30 - 2025-01-12","Editor, film/video, pizza enthusiast. Contacted via Online Chat 5 times. Outcome: Scheduled Pickup. Ordered 3x Meat Lovers on 2024-11-07.",Online Chat,5,Scheduled Pickup
Patrick,Grimes,"Price, Ponce and Jenkins",1289 Miller Freeway Suite 460,North Thomas,South Dakota,56816,Most bank hour study brother stay now Mrs plan deal subject single first.,Veggie Delight,2025-03-15,4,1 times,"English as a foreign language teacher, pizza enthusiast","2025-03-07, 2023-11-05 - 2025-03-15","English as a foreign language teacher, pizza enthusiast. Contacted via Call 1 times. Outcome: Requested Offer. Ordered 4x Veggie Delight on 2025-03-07.",Call,1,Requested Offer
Andrew,Moore,"Pacheco, Lee and Smith",24448 Matthew Stream Suite 539,Jefferyberg,Indiana,12960,There successful chair man think government foreign attack might.,Margherita,2025-03-14,3,9 times,"Mental health nurse, pizza enthusiast","2024-11-19, 2023-06-15 - 2025-03-14","Mental health nurse, pizza enthusiast. Contacted via SMS 9 times. Outcome: Scheduled Pickup. Ordered 3x Margherita on 2024-11-19.",SMS,9,Scheduled Pickup
Gabriel,Gray,"Russell, Cabrera and Cox",16432 Kelley Points,South Brianberg,Wyoming,18461,Whatever assume return likely right task.,Meat Lovers,2025-03-13,3,1 times,"Air broker, pizza enthusiast","2024-11-26, 2024-07-14 - 2025-03-13","Air broker, pizza enthusiast. Contacted via Call 1 times. Outcome: Pending Response. Ordered 3x Meat Lovers on 2024-11-26.",Call,1,Pending Response
Paula,Ramirez,Pope Inc,9564 John Route,Donnatown,Kentucky,49531,I set inside cell beat moment key father really study moment star.,Hawaiian,2025-04-09,5,3 times,"Cartographer, pizza enthusiast","2025-01-22, 2024-10-27 - 2025-04-09","Cartographer, pizza enthusiast. Contacted via Email 3 times. Outcome: Pending Response. Ordered 5x Hawaiian on 2025-01-22.",Email,3,Pending Response
Barbara,Graves,Turner Group,345 Renee Turnpike Suite 278,East Tina,Montana,61728,Run computer attorney tough defense able simply skin.,Cheese Burst,2025-04-10,5,5 times,"Ecologist, pizza enthusiast","2025-04-08, 2024-01-10 - 2025-04-10","Ecologist, pizza enthusiast. Contacted via Call 5 times. Outcome: Ordered Again. Ordered 5x Cheese Burst on 2025-04-08.",Call,5,Ordered Again
Pamela,Stone,Higgins-Ross,3677 Miller Throughway,West Tracyview,Rhode Island,69113,Follow religious paper although head recent American low follow story price style beyond.,Veggie Delight,2025-02-05,3,1 times,"Therapist, art, pizza enthusiast","2024-07-30, 2024-07-04 - 2025-02-05","Therapist, art, pizza enthusiast. Contacted via SMS 1 times. Outcome: Requested Offer. Ordered 3x Veggie Delight on 2024-07-30.",SMS,1,Requested Offer
Duane,Mayo,Morris Ltd,4276 Washington Drives,West Mary,Louisiana,08531,Lose item difference newspaper sister but travel most American rise.,Veggie Delight,2024-07-29,4,7 times,"Public affairs consultant, pizza enthusiast","2024-06-17, 2023-07-14 - 2024-07-29","Public affairs consultant, pizza enthusiast. Contacted via Email 7 times. Outcome: No Reply. Ordered 4x Veggie Delight on 2024-06-17.",Email,7,No Reply
Stacey,Gray,Douglas-Ashley,44437 Megan Rue,West Tiffanyport,Alaska,80852,Term down agent professor itself have use family allow economy laugh most.,Pepperoni,2025-01-15,2,10 times,"Primary school teacher, pizza enthusiast","2024-07-21, 2023-08-28 - 2025-01-15","Primary school teacher, pizza enthusiast. Contacted via Email 10 times. Outcome: No Reply. Ordered 2x Pepperoni on 2024-07-21.",Email,10,No Reply
Christopher,Ruiz,"Stein, Tran and Andrade",1102 Hernandez Creek Suite 766,Walterstad,Kentucky,69001,Address small western reach phone feel enjoy treat close consumer difficult fire page.,Meat Lovers,2025-04-05,2,7 times,"Call centre manager, pizza enthusiast","2024-09-23, 2024-04-01 - 2025-04-05","Call centre manager, pizza enthusiast. Contacted via Email 7 times. Outcome: Requested Offer. Ordered 2x Meat Lovers on 2024-09-23.",Email,7,Requested Offer
Erica,Ho,Waller Inc,16694 Monica Landing Apt. 133,Katherineside,Rhode Island,57903,Energy subject coach boy four him though something consider American able fight before.,Pepperoni,2024-10-12,2,5 times,"Homeopath, pizza enthusiast","2024-05-27, 2023-11-20 - 2024-10-12","Homeopath, pizza enthusiast. Contacted via Email 5 times. Outcome: Scheduled Pickup. Ordered 2x Pepperoni on 2024-05-27.",Email,5,Scheduled Pickup
Jessica,Osborn,King-Reilly,60826 Erika Port,West Angelafurt,Wisconsin,23736,Well be mind expect none treat bring treatment medical condition employee trial.,Cheese Burst,2025-04-12,3,8 times,"Therapist, drama, pizza enthusiast","2024-06-13, 2024-05-13 - 2025-04-12","Therapist, drama, pizza enthusiast. Contacted via In-Person 8 times. Outcome: Pending Response. Ordered 3x Cheese Burst on 2024-06-13.",In-Person,8,Pending Response
Dustin,Gonzales,"Landry, Navarro and Chavez",7127 Paul Islands Apt. 238,Kevinchester,Massachusetts,87495,Personal side professor air whole we else.,Cheese Burst,2025-04-21,1,1 times,"Museum/gallery curator, pizza enthusiast","2025-02-18, 2024-10-02 - 2025-04-21","Museum/gallery curator, pizza enthusiast. Contacted via SMS 1 times. Outcome: Pending Response. Ordered 1x Cheese Burst on 2025-02-18.",SMS,1,Pending Response
Stacy,Weaver,Pena-Warner,748 Sean Falls Suite 341,South Rebeccamouth,Arizona,31310,Before see child phone expect baby class risk remember main.,Hawaiian,2025-04-10,3,1 times,"Lecturer, higher education, pizza enthusiast","2025-01-19, 2023-07-13 - 2025-04-10","Lecturer, higher education, pizza enthusiast. Contacted via Email 1 times. Outcome: No Reply. Ordered 3x Hawaiian on 2025-01-19.",Email,1,No Reply
Joshua,Martin,"Brown, Roberts and Benton",30936 Matthew Lights,Josehaven,Pennsylvania,23324,Five budget reality box positive each protect.,Margherita,2025-04-15,1,4 times,"Teacher, adult education, pizza enthusiast","2024-10-10, 2024-01-18 - 2025-04-15","Teacher, adult education, pizza enthusiast. Contacted via In-Person 4 times. Outcome: Pending Response. Ordered 1x Margherita on 2024-10-10.",In-Person,4,Pending Response
Robert,Butler,"Villarreal, Williams and Simmons",986 Sheila Drive,Amyshire,Tennessee,55615,Republican stand during eight born loss young treat control stop Mrs.,Cheese Burst,2025-04-08,4,2 times,"Industrial buyer, pizza enthusiast","2025-01-18, 2023-05-18 - 2025-04-08","Industrial buyer, pizza enthusiast. Contacted via Online Chat 2 times. Outcome: Ordered Again. Ordered 4x Cheese Burst on 2025-01-18.",Online Chat,2,Ordered Again
Ashley,Franklin,"Keller, Vang and Pacheco",536 Ramirez Ville Apt. 060,Bartlettstad,North Carolina,03385,School where everybody miss box author purpose strategy try he this bar realize.,Margherita,2025-04-02,3,9 times,"Research scientist (life sciences), pizza enthusiast","2025-02-05, 2023-07-09 - 2025-04-02","Research scientist (life sciences), pizza enthusiast. Contacted via Online Chat 9 times. Outcome: Pending Response. Ordered 3x Margherita on 2025-02-05.",Online Chat,9,Pending Response
Cody,Ellis,Little Group,71864 Smith Station Suite 539,East Alicia,Virginia,99351,Whether reality within world indeed development run career.,Cheese Burst,2024-12-22,5,6 times,"Psychologist, counselling, pizza enthusiast","2024-11-03, 2024-09-03 - 2024-12-22","Psychologist, counselling, pizza enthusiast. Contacted via Online Chat 6 times. Outcome: Ordered Again. Ordered 5x Cheese Burst on 2024-11-03.",Online Chat,6,Ordered Again
Stephanie,Velez,Cox-Harris,22874 Brown Turnpike,Lake Ronnie,Virginia,37487,Record instead soon tell adult strategy.,Margherita,2024-12-13,1,2 times,"Air broker, pizza enthusiast","2024-10-07, 2024-06-08 - 2024-12-13","Air broker, pizza enthusiast. Contacted via Online Chat 2 times. Outcome: No Reply. Ordered 1x Margherita on 2024-10-07.",Online Chat,2,No Reply
Andrew,Lewis,"Hill, Leon and Murray",045 Cooke Key Apt. 285,North Ryan,Oklahoma,96991,Parent anything stuff leave bed trial idea pass rest during hold goal well.,Pepperoni,2025-01-30,5,4 times,"Housing manager/officer, pizza enthusiast","2024-10-26, 2023-12-09 - 2025-01-30","Housing manager/officer, pizza enthusiast. Contacted via Call 4 times. Outcome: Requested Offer. Ordered 5x Pepperoni on 2024-10-26.",Call,4,Requested Offer
Ryan,Cook,Jones Group,104 Potts Heights Suite 604,Mariahaven,Rhode Island,68290,Game activity experience physical listen agent rather history among.,Meat Lovers,2025-02-25,1,10 times,"Special effects artist, pizza enthusiast","2024-08-13, 2024-01-01 - 2025-02-25","Special effects artist, pizza enthusiast. Contacted via Online Chat 10 times. Outcome: Scheduled Pickup. Ordered 1x Meat Lovers on 2024-08-13.",Online Chat,10,Scheduled Pickup
Danielle,Crane,"Turner, Mclaughlin and Davis",4449 Hawkins Corners,Lake Davidshire,Utah,17961,Hear same girl energy summer local speech stock memory student six.,Pepperoni,2025-01-12,2,4 times,"Professor Emeritus, pizza enthusiast","2024-08-27, 2023-08-23 - 2025-01-12","Professor Emeritus, pizza enthusiast. Contacted via Call 4 times. Outcome: Pending Response. Ordered 2x Pepperoni on 2024-08-27.",Call,4,Pending Response
Gabrielle,Jones,"Riddle, Nichols and Bowen",7564 Johnson Haven Suite 031,Port Patricia,Maine,21400,Themselves star bank catch black church performance central painting free win every.,Hawaiian,2024-11-17,5,5 times,"Solicitor, Scotland, pizza enthusiast","2024-05-30, 2023-06-02 - 2024-11-17","Solicitor, Scotland, pizza enthusiast. Contacted via Online Chat 5 times. Outcome: Requested Offer. Ordered 5x Hawaiian on 2024-05-30.",Online Chat,5,Requested Offer
Brittany,Gibson,Adkins LLC,3567 Ross Course Suite 079,Lewisville,Alaska,42122,Course job listen imagine voice toward early health company product when law.,BBQ Chicken,2024-10-17,4,1 times,"Clinical cytogeneticist, pizza enthusiast","2024-08-06, 2024-05-26 - 2024-10-17","Clinical cytogeneticist, pizza enthusiast. Contacted via SMS 1 times. Outcome: Scheduled Pickup. Ordered 4x BBQ Chicken on 2024-08-06.",SMS,1,Scheduled Pickup
Desiree,Green,Jimenez PLC,5277 David Turnpike,Lake Adamshire,Alabama,82429,Activity star catch rather yeah affect crime maybe until.,Hawaiian,2025-01-03,4,5 times,"Landscape architect, pizza enthusiast","2024-11-21, 2023-09-06 - 2025-01-03","Landscape architect, pizza enthusiast. Contacted via Email 5 times. Outcome: Scheduled Pickup. Ordered 4x Hawaiian on 2024-11-21.",Email,5,Scheduled Pickup
Tammie,Odonnell,"Lawson, Craig and Cervantes",3665 Castillo Throughway,Lake Coryville,Kentucky,15254,Catch hot send Congress pass effect local anything budget.,Cheese Burst,2025-02-05,4,3 times,"Quarry manager, pizza enthusiast","2024-10-17, 2023-12-11 - 2025-02-05","Quarry manager, pizza enthusiast. Contacted via Online Chat 3 times. Outcome: Ordered Again. Ordered 4x Cheese Burst on 2024-10-17.",Online Chat,3,Ordered Again
Bianca,Cervantes,Ryan-Melendez,861 Smith Spring,New Mark,Indiana,74979,Senior best away win social stand responsibility.,Margherita,2025-04-04,5,6 times,"Teaching laboratory technician, pizza enthusiast","2025-03-04, 2023-06-10 - 2025-04-04","Teaching laboratory technician, pizza enthusiast. Contacted via Call 6 times. Outcome: Pending Response. Ordered 5x Margherita on 2025-03-04.",Call,6,Pending Response
Deborah,Williams,"Francis, Chavez and Vazquez",3355 Jennifer Falls Apt. 201,Maryfort,Virginia,75545,Among trip program need again list people different act scientist student.,Cheese Burst,2025-01-13,5,2 times,"Colour technologist, pizza enthusiast","2024-08-27, 2023-11-27 - 2025-01-13","Colour technologist, pizza enthusiast. Contacted via SMS 2 times. Outcome: Pending Response. Ordered 5x Cheese Burst on 2024-08-27.",SMS,2,Pending Response
Andrew,Wise,Olson PLC,9431 Herman Loop Suite 616,South Robert,New Hampshire,83967,Draw energy factor happen daughter probably media old.,Pepperoni,2025-03-29,4,1 times,"Chief Operating Officer, pizza enthusiast","2025-02-15, 2024-11-04 - 2025-03-29","Chief Operating Officer, pizza enthusiast. Contacted via Email 1 times. Outcome: No Reply. Ordered 4x Pepperoni on 2025-02-15.",Email,1,No Reply
Mary,Roberts,"Ramos, Watson and Stephens",3430 Bullock Place Apt. 065,North Rebecca,Massachusetts,67479,Case from group team race job office understand.,BBQ Chicken,2025-03-02,3,5 times,"Police officer, pizza enthusiast","2024-09-19, 2024-05-18 - 2025-03-02","Police officer, pizza enthusiast. Contacted via In-Person 5 times. Outcome: Scheduled Pickup. Ordered 3x BBQ Chicken on 2024-09-19.",In-Person,5,Scheduled Pickup
Wendy,Jones,"Robles, Stewart and Rodgers",01270 Julie Bypass Apt. 591,Paceshire,Maryland,20096,The draw country life then physical should what ago perhaps every health.,Meat Lovers,2024-05-10,2,3 times,"Quality manager, pizza enthusiast","2024-05-09, 2024-05-03 - 2024-05-10","Quality manager, pizza enthusiast. Contacted via In-Person 3 times. Outcome: Scheduled Pickup. Ordered 2x Meat Lovers on 2024-05-09.",In-Person,3,Scheduled Pickup
Brenda,Kirby,Hansen LLC,850 Michael Freeway Suite 037,Donnafort,South Carolina,68301,Take and analysis key reveal build beautiful space.,Pepperoni,2024-10-21,1,5 times,"Glass blower/designer, pizza enthusiast","2024-09-05, 2023-12-02 - 2024-10-21","Glass blower/designer, pizza enthusiast. Contacted via Call 5 times. Outcome: Scheduled Pickup. Ordered 1x Pepperoni on 2024-09-05.",Call,5,Scheduled Pickup
David,Ramsey,"Browning, Conner and Good",7743 Toni Shore Suite 046,Stanleyberg,Ohio,12177,Finally small administration even worker draw significant.,BBQ Chicken,2025-04-11,1,4 times,"Politician's assistant, pizza enthusiast","2025-03-03, 2023-05-02 - 2025-04-11","Politician's assistant, pizza enthusiast. Contacted via Call 4 times. Outcome: Requested Offer. Ordered 1x BBQ Chicken on 2025-03-03.",Call,4,Requested Offer
Jonathan,Watson,Rodriguez Ltd,14141 Reynolds Extensions,Lake Royfort,New York,47879,Bank worker now where happy instead.,Meat Lovers,2024-12-04,4,5 times,"Animator, pizza enthusiast","2024-06-18, 2023-10-25 - 2024-12-04","Animator, pizza enthusiast. Contacted via Call 5 times. Outcome: Ordered Again. Ordered 4x Meat Lovers on 2024-06-18.",Call,5,Ordered Again
Kelsey,Boone,Wright-Barnes,70794 Dawson Terrace Apt. 426,Jerryville,New Mexico,89495,Against my second religious economy eye defense scientist game letter.,Meat Lovers,2025-03-19,1,1 times,"Lexicographer, pizza enthusiast","2024-12-02, 2024-01-02 - 2025-03-19","Lexicographer, pizza enthusiast. Contacted via SMS 1 times. Outcome: Requested Offer. Ordered 1x Meat Lovers on 2024-12-02.",SMS,1,Requested Offer
Holly,Wilson,Larson-Ross,747 Lowery Well Apt. 088,Lake Emily,Nebraska,63857,You business film key decade sure issue piece forget miss night.,Pepperoni,2025-01-23,3,8 times,"Waste management officer, pizza enthusiast","2024-07-28, 2024-06-01 - 2025-01-23","Waste management officer, pizza enthusiast. Contacted via In-Person 8 times. Outcome: Pending Response. Ordered 3x Pepperoni on 2024-07-28.",In-Person,8,Pending Response
Kathy,Ramirez,Haney-Roberts,97523 Bradley Streets Apt. 539,South Nancyshire,Minnesota,47320,Activity cut energy hand accept easy teacher trip expert board cost decide letter.,BBQ Chicken,2025-02-17,3,6 times,"Nurse, mental health, pizza enthusiast","2024-12-10, 2023-10-17 - 2025-02-17","Nurse, mental health, pizza enthusiast. Contacted via Call 6 times. Outcome: Scheduled Pickup. Ordered 3x BBQ Chicken on 2024-12-10.",Call,6,Scheduled Pickup
Robert,Petersen,James PLC,08461 Banks Dam Apt. 568,New Amyborough,Ohio,15070,Near store performance maintain play director huge let good.,Veggie Delight,2025-02-20,1,1 times,"Professor Emeritus, pizza enthusiast","2024-08-21, 2024-06-17 - 2025-02-20","Professor Emeritus, pizza enthusiast. Contacted via Call 1 times. Outcome: Scheduled Pickup. Ordered 1x Veggie Delight on 2024-08-21.",Call,1,Scheduled Pickup
Christopher,Salinas,"Howard, Gutierrez and Cohen",37339 Adkins Field Suite 677,Sandraport,South Carolina,67256,Almost view themselves along arrive learn organization available dog study.,Hawaiian,2025-04-10,3,4 times,"Accommodation manager, pizza enthusiast","2025-04-02, 2024-11-11 - 2025-04-10","Accommodation manager, pizza enthusiast. Contacted via Call 4 times. Outcome: Ordered Again. Ordered 3x Hawaiian on 2025-04-02.",Call,4,Ordered Again
Michelle,Dillon,Burke Inc,1258 Anderson Cliff Suite 073,Toddbury,Rhode Island,57374,Art open dream oil long more create raise suffer.,Cheese Burst,2025-04-07,1,8 times,"Telecommunications researcher, pizza enthusiast","2024-10-13, 2024-08-21 - 2025-04-07","Telecommunications researcher, pizza enthusiast. Contacted via Email 8 times. Outcome: Requested Offer. Ordered 1x Cheese Burst on 2024-10-13.",Email,8,Requested Offer
Thomas,Duran,Bennett-Howell,0330 Deborah Roads,South Dianaland,Oregon,96410,Thus create significant whole resource bill tend easy sister city.,Cheese Burst,2024-12-24,4,1 times,"Licensed conveyancer, pizza enthusiast","2024-10-29, 2023-04-24 - 2024-12-24","Licensed conveyancer, pizza enthusiast. Contacted via Call 1 times. Outcome: Ordered Again. Ordered 4x Cheese Burst on 2024-10-29.",Call,1,Ordered Again
Troy,Mason,Taylor Ltd,18200 Burgess Locks Apt. 241,Wadetown,Minnesota,72474,Trade share method street interest over east.,Meat Lovers,2025-02-16,1,7 times,"Hydrologist, pizza enthusiast","2025-01-13, 2024-01-14 - 2025-02-16","Hydrologist, pizza enthusiast. Contacted via Online Chat 7 times. Outcome: Pending Response. Ordered 1x Meat Lovers on 2025-01-13.",Online Chat,7,Pending Response
Amanda,Pugh,Daniel PLC,36986 Atkinson Loaf,Millsborough,South Carolina,23734,Person his baby return likely reason news job letter analysis.,Pepperoni,2024-12-22,1,3 times,"Plant breeder/geneticist, pizza enthusiast","2024-09-18, 2023-05-19 - 2024-12-22","Plant breeder/geneticist, pizza enthusiast. Contacted via Call 3 times. Outcome: Scheduled Pickup. Ordered 1x Pepperoni on 2024-09-18.",Call,3,Scheduled Pickup
Kara,Phillips,Morrison LLC,34029 Lee Pine Suite 776,East Robert,Georgia,89793,Rock beat care hot young for.,Meat Lovers,2025-04-22,3,7 times,"Rural practice surveyor, pizza enthusiast","2025-04-22, 2024-03-14 - 2025-04-22","Rural practice surveyor, pizza enthusiast. Contacted via In-Person 7 times. Outcome: Scheduled Pickup. Ordered 3x Meat Lovers on 2025-04-22.",In-Person,7,Scheduled Pickup
Rebecca,Miranda,Henderson and Sons,28903 Stewart Union Suite 743,Mendezstad,Vermont,18459,Environment stay firm door rich their doctor.,BBQ Chicken,2024-06-17,3,9 times,"Broadcast engineer, pizza enthusiast","2024-04-27, 2023-07-11 - 2024-06-17","Broadcast engineer, pizza enthusiast. Contacted via SMS 9 times. Outcome: Ordered Again. Ordered 3x BBQ Chicken on 2024-04-27.",SMS,9,Ordered Again
Kimberly,Cummings,Rodriguez Ltd,702 Charles Parks,Michellebury,Arizona,85564,Real assume security dark security rather perhaps Mrs war friend.,BBQ Chicken,2025-03-17,3,2 times,"Acupuncturist, pizza enthusiast","2025-03-02, 2024-08-06 - 2025-03-17","Acupuncturist, pizza enthusiast. Contacted via SMS 2 times. Outcome: Ordered Again. Ordered 3x BBQ Chicken on 2025-03-02.",SMS,2,Ordered Again
Daniel,Jimenez,Williams-Moss,3214 Keith Way,Shermantown,Louisiana,05395,Set network event worker each success bit pull event enter man well make.,Cheese Burst,2025-03-18,3,9 times,"Catering manager, pizza enthusiast","2025-03-10, 2024-08-27 - 2025-03-18","Catering manager, pizza enthusiast. Contacted via SMS 9 times. Outcome: Scheduled Pickup. Ordered 3x Cheese Burst on 2025-03-10.",SMS,9,Scheduled Pickup
Oscar,Gay,"Long, Davis and Austin",69594 Robert Motorway,West Rhondatown,Wyoming,56219,Usually shoulder effect help rate hit many sell its at.,Hawaiian,2025-03-29,5,4 times,"Proofreader, pizza enthusiast","2025-03-10, 2023-12-07 - 2025-03-29","Proofreader, pizza enthusiast. Contacted via In-Person 4 times. Outcome: Requested Offer. Ordered 5x Hawaiian on 2025-03-10.",In-Person,4,Requested Offer
Steven,Brown,Rivera and Sons,396 Meadows Mountains Suite 236,Port Billy,Utah,55867,Professor group guess risk test during second human experience list traditional.,Margherita,2025-04-22,2,7 times,"Legal executive, pizza enthusiast","2025-02-21, 2024-02-12 - 2025-04-22","Legal executive, pizza enthusiast. Contacted via Call 7 times. Outcome: Ordered Again. Ordered 2x Margherita on 2025-02-21.",Call,7,Ordered Again
Ruth,Barton,"Sanchez, Leon and Norman",15242 Patel Stravenue,East Emily,Pennsylvania,71035,Sometimes find alone realize blue establish community south this some.,Meat Lovers,2025-02-20,5,1 times,"Administrator, sports, pizza enthusiast","2025-01-24, 2024-09-21 - 2025-02-20","Administrator, sports, pizza enthusiast. Contacted via Call 1 times. Outcome: No Reply. Ordered 5x Meat Lovers on 2025-01-24.",Call,1,No Reply
Rodney,Zuniga,"Hamilton, Navarro and Boyer",12772 Philip Station,Huntberg,Illinois,56279,Matter along marriage newspaper from argue green reach within ten population.,BBQ Chicken,2025-04-23,5,7 times,"Marketing executive, pizza enthusiast","2025-04-17, 2025-01-15 - 2025-04-23","Marketing executive, pizza enthusiast. Contacted via In-Person 7 times. Outcome: Requested Offer. Ordered 5x BBQ Chicken on 2025-04-17.",In-Person,7,Requested Offer
Patricia,Stafford,Chavez Ltd,68794 Nicole Villages,Wendyborough,West Virginia,05288,Cut even their remain black know here argue real item age center.,Cheese Burst,2025-03-13,3,5 times,"Television camera operator, pizza enthusiast","2024-09-30, 2023-10-30 - 2025-03-13","Television camera operator, pizza enthusiast. Contacted via Online Chat 5 times. Outcome: Scheduled Pickup. Ordered 3x Cheese Burst on 2024-09-30.",Online Chat,5,Scheduled Pickup
Kenneth,Perez,Hanna-Miller,75978 Mclean Ville,Port Elizabeth,Wyoming,89730,Ready note do one pull foot institution happy let whom religious anyone strategy.,BBQ Chicken,2025-04-17,2,9 times,"Embryologist, clinical, pizza enthusiast","2025-03-07, 2023-05-07 - 2025-04-17","Embryologist, clinical, pizza enthusiast. Contacted via Email 9 times. Outcome: Scheduled Pickup. Ordered 2x BBQ Chicken on 2025-03-07.",Email,9,Scheduled Pickup
Andrew,Spencer,Cook Ltd,0572 Brown Mews,New Brettfort,Tennessee,29022,Agent work number choose data part camera system interesting.,Margherita,2025-04-11,5,10 times,"Production assistant, television, pizza enthusiast","2025-04-02, 2023-10-18 - 2025-04-11","Production assistant, television, pizza enthusiast. Contacted via In-Person 10 times. Outcome: Pending Response. Ordered 5x Margherita on 2025-04-02.",In-Person,10,Pending Response
Robert,Miller,"Hernandez, Hale and Jackson",4423 Michael Village,East Michelefurt,Hawaii,99799,Citizen teacher fall certainly need collection sometimes feeling condition could near reflect.,Meat Lovers,2024-11-16,4,5 times,"Osteopath, pizza enthusiast","2024-09-07, 2024-03-17 - 2024-11-16","Osteopath, pizza enthusiast. Contacted via In-Person 5 times. Outcome: No Reply. Ordered 4x Meat Lovers on 2024-09-07.",In-Person,5,No Reply
Dana,Ellis,"Humphrey, Jackson and Hancock",06758 Hansen Burgs,Amandaside,Colorado,81906,Raise mention series yeah develop trip military check director doctor during.,Margherita,2025-03-12,3,1 times,"Charity officer, pizza enthusiast","2024-12-28, 2023-06-30 - 2025-03-12","Charity officer, pizza enthusiast. Contacted via Online Chat 1 times. Outcome: No Reply. Ordered 3x Margherita on 2024-12-28.",Online Chat,1,No Reply
James,Barnes,Price Inc,4510 Alex Rapids Suite 643,Lake Heatherland,New York,39156,Before theory position throw example much herself example house whom economy usually.,BBQ Chicken,2025-03-21,3,5 times,"Biomedical engineer, pizza enthusiast","2024-06-22, 2023-05-30 - 2025-03-21","Biomedical engineer, pizza enthusiast. Contacted via SMS 5 times. Outcome: Requested Offer. Ordered 3x BBQ Chicken on 2024-06-22.",SMS,5,Requested Offer
Brandon,Nash,James LLC,56185 Wayne Union Apt. 710,Monicaport,Montana,50873,Fall also history company stock half no.,Cheese Burst,2025-04-10,1,8 times,"Chemical engineer, pizza enthusiast","2025-01-11, 2023-07-16 - 2025-04-10","Chemical engineer, pizza enthusiast. Contacted via Online Chat 8 times. Outcome: Ordered Again. Ordered 1x Cheese Burst on 2025-01-11.",Online Chat,8,Ordered Again
Rodney,Gilbert,Arnold-Sheppard,066 Michele Lakes,East Angela,Georgia,61643,Important building analysis ball lawyer for for safe set take.,Pepperoni,2025-04-23,3,6 times,"Lobbyist, pizza enthusiast","2025-03-29, 2023-08-11 - 2025-04-23","Lobbyist, pizza enthusiast. Contacted via SMS 6 times. Outcome: Requested Offer. Ordered 3x Pepperoni on 2025-03-29.",SMS,6,Requested Offer
Melissa,Barber,Bowman-Patrick,7351 Porter Terrace,Padillamouth,Alaska,95841,Nearly order buy police my simple region order character pressure purpose.,Meat Lovers,2024-10-02,3,2 times,"Lobbyist, pizza enthusiast","2024-07-19, 2023-07-17 - 2024-10-02","Lobbyist, pizza enthusiast. Contacted via Call 2 times. Outcome: Ordered Again. Ordered 3x Meat Lovers on 2024-07-19.",Call,2,Ordered Again
Brian,Kline,Murray-Peterson,62735 Yates Street Apt. 393,Carolhaven,Kentucky,44905,Follow claim staff yes impact woman one money reflect fish.,Hawaiian,2025-03-08,2,4 times,"Photographer, pizza enthusiast","2025-01-29, 2023-11-30 - 2025-03-08","Photographer, pizza enthusiast. Contacted via Call 4 times. Outcome: Scheduled Pickup. Ordered 2x Hawaiian on 2025-01-29.",Call,4,Scheduled Pickup
Patricia,Lee,"Williams, Meyers and Welch",754 Rick Ridge Apt. 255,Lake Johnshire,Rhode Island,01815,Carry represent begin cell theory cause media no camera.,Pepperoni,2025-04-22,2,4 times,"Pharmacist, hospital, pizza enthusiast","2025-03-28, 2023-07-24 - 2025-04-22","Pharmacist, hospital, pizza enthusiast. Contacted via Online Chat 4 times. Outcome: Ordered Again. Ordered 2x Pepperoni on 2025-03-28.",Online Chat,4,Ordered Again
Karen,Thornton,Mccoy Group,9153 Jonathan Alley Apt. 526,Lake Angelaport,Utah,38620,Serious article few particular simple suffer other lawyer task break full guy very.,Margherita,2025-03-22,2,9 times,"Patent attorney, pizza enthusiast","2024-06-03, 2024-02-07 - 2025-03-22","Patent attorney, pizza enthusiast. Contacted via Email 9 times. Outcome: Pending Response. Ordered 2x Margherita on 2024-06-03.",Email,9,Pending Response
Kathy,Castillo,"Clark, Nielsen and Santana",0030 Molina Lodge,Perezside,Nebraska,80470,Full decade next cut relationship to they sound alone miss hot decide.,Veggie Delight,2025-04-08,2,6 times,"Ambulance person, pizza enthusiast","2025-01-14, 2024-01-01 - 2025-04-08","Ambulance person, pizza enthusiast. Contacted via Online Chat 6 times. Outcome: No Reply. Ordered 2x Veggie Delight on 2025-01-14.",Online Chat,6,No Reply
