First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary,Model of Communication,Frequency,Outcome
Jason,Hill,Daniels-Rosales,9443 David Vista Apt. 704,Murphyton,Vermont,33702,Development new provide happen expert pretty like role.,Manicure,2025-02-24,62,Occasional,"Video editor, with interest in beauty salon","2024-11-16, 2024-04-24 - 2025-02-24","Video editor, with interest in beauty salon. Engaged via Meeting Set Up, Occasional frequency. Outcome: Signed Up. Purchased: 62 units of Manicure on 2024-11-16.",Meeting Set Up,Occasional,Signed Up
Eric,Davis,"Moyer, Bray and Dean",439 Nicole Spur Apt. 943,Kington,Minnesota,57867,So threat about purpose laugh suffer down look play.,Manicure,2025-03-29,83,One-time,"Associate Professor, with interest in beauty salon","2025-01-07, 2023-09-25 - 2025-03-29","Associate Professor, with interest in beauty salon. Engaged via Not Answered, One-time frequency. Outcome: Signed Up. Purchased: 83 units of Manicure on 2025-01-07.",Not Answered,One-time,Signed Up
William,Pace,Harper and Sons,9262 Mooney Mission Apt. 056,North Robinmouth,Nebraska,24288,Trip avoid pretty to require pattern hotel health purpose either administration.,Hair Coloring,2025-04-22,74,Occasional,"Legal executive, with interest in beauty salon","2025-04-17, 2024-10-19 - 2025-04-22","Legal executive, with interest in beauty salon. Engaged via Not Answered, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 74 units of Hair Coloring on 2025-04-17.",Not Answered,Occasional,Scheduled Appointment
Brandy,Cunningham,"Spencer, Haynes and Smith",85859 Ortega Ports,East Cynthiachester,Minnesota,89425,Loss structure number explain exactly get none nothing region family teacher office.,Manicure,2025-01-19,11,One-time,"Passenger transport manager, with interest in beauty salon","2024-09-13, 2022-06-08 - 2025-01-19","Passenger transport manager, with interest in beauty salon. Engaged via Followed Up, One-time frequency. Outcome: Scheduled Appointment. Purchased: 11 units of Manicure on 2024-09-13.",Followed Up,One-time,Scheduled Appointment
John,Grimes,Cooper LLC,635 Kelly View,Knoxtown,Kentucky,87454,Watch involve factor line property of.,Haircut,2025-04-17,77,Occasional,"Engineer, materials, with interest in beauty salon","2025-02-02, 2022-09-26 - 2025-04-17","Engineer, materials, with interest in beauty salon. Engaged via Not Answered, Occasional frequency. Outcome: Pending Decision. Purchased: 77 units of Haircut on 2025-02-02.",Not Answered,Occasional,Pending Decision
Andrew,Carter,Brennan-Hodge,78707 Michael Alley Apt. 340,New Robert,West Virginia,80058,American ability eight white risk dark leg there four detail meet nearly pattern.,Facial,2025-01-15,79,Frequent,"Furniture designer, with interest in beauty salon","2024-01-09, 2023-08-01 - 2025-01-15","Furniture designer, with interest in beauty salon. Engaged via Emailed, Frequent frequency. Outcome: Not Interested. Purchased: 79 units of Facial on 2024-01-09.",Emailed,Frequent,Not Interested
Joseph,Townsend,Conner-Moore,162 Hannah Crossing,West Roger,Maryland,58020,Site option security each major indicate natural significant person approach have fund evidence.,Facial,2025-04-09,44,Frequent,"Higher education careers adviser, with interest in beauty salon","2025-03-05, 2022-05-28 - 2025-04-09","Higher education careers adviser, with interest in beauty salon. Engaged via Called, Frequent frequency. Outcome: Signed Up. Purchased: 44 units of Facial on 2025-03-05.",Called,Frequent,Signed Up
Jessica,Williams,Osborn and Sons,606 Wilcox Lodge Suite 995,New Luisberg,Indiana,01972,Require hard out which politics or nice dream.,Facial,2024-04-11,29,Occasional,"Tax inspector, with interest in beauty salon","2023-07-14, 2022-08-11 - 2024-04-11","Tax inspector, with interest in beauty salon. Engaged via Not Answered, Occasional frequency. Outcome: Signed Up. Purchased: 29 units of Facial on 2023-07-14.",Not Answered,Occasional,Signed Up
Holly,Baker,"Fisher, Hensley and Neal",519 Dominguez Rest Suite 366,Michellehaven,Massachusetts,12418,Assume summer nothing civil news reveal.,Facial,2025-04-03,92,Frequent,"Immigration officer, with interest in beauty salon","2025-02-06, 2022-08-28 - 2025-04-03","Immigration officer, with interest in beauty salon. Engaged via Responded, Frequent frequency. Outcome: Signed Up. Purchased: 92 units of Facial on 2025-02-06.",Responded,Frequent,Signed Up
Michael,Hartman,"Barry, Russell and Williams",75011 Anderson Street Apt. 341,Lopezbury,Minnesota,05529,Economy capital laugh artist however interest yeah and million young attorney.,Haircut,2024-09-03,32,Frequent,"Agricultural consultant, with interest in beauty salon","2024-06-23, 2023-11-06 - 2024-09-03","Agricultural consultant, with interest in beauty salon. Engaged via Meeting Set Up, Frequent frequency. Outcome: Pending Decision. Purchased: 32 units of Haircut on 2024-06-23.",Meeting Set Up,Frequent,Pending Decision
Nathan,Anderson,"Wells, Bowman and Taylor",54364 Melissa Village,Evansmouth,New Jersey,15248,Friend chance road science beat according song question drug series manager.,Manicure,2024-06-22,59,One-time,"Heritage manager, with interest in beauty salon","2024-05-02, 2022-12-19 - 2024-06-22","Heritage manager, with interest in beauty salon. Engaged via Followed Up, One-time frequency. Outcome: Signed Up. Purchased: 59 units of Manicure on 2024-05-02.",Followed Up,One-time,Signed Up
Jonathan,Valencia,Graham-King,3663 Conner Shores Apt. 349,Barnesburgh,Utah,75517,Understand pressure news tough catch really candidate hot always discussion key any.,Manicure,2025-04-06,4,One-time,"Public relations officer, with interest in beauty salon","2025-01-18, 2024-10-17 - 2025-04-06","Public relations officer, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Requested Info. Purchased: 4 units of Manicure on 2025-01-18.",Meeting Set Up,One-time,Requested Info
James,Henderson,Riley Ltd,130 Santiago Stravenue,East Christinahaven,North Carolina,32275,Upon would necessary accept her machine security soon service these.,Haircut,2025-01-14,64,Occasional,"Civil engineer, consulting, with interest in beauty salon","2024-08-20, 2024-04-06 - 2025-01-14","Civil engineer, consulting, with interest in beauty salon. Engaged via Called, Occasional frequency. Outcome: Pending Decision. Purchased: 64 units of Haircut on 2024-08-20.",Called,Occasional,Pending Decision
Jason,Castillo,"Bradley, Ortega and Flowers",6345 Natasha Skyway Apt. 594,New Rickyborough,New Jersey,36099,Somebody say million product great different free ball career environmental training wrong year.,Facial,2024-12-23,74,Frequent,"Museum education officer, with interest in beauty salon","2024-06-14, 2022-08-01 - 2024-12-23","Museum education officer, with interest in beauty salon. Engaged via Responded, Frequent frequency. Outcome: Requested Info. Purchased: 74 units of Facial on 2024-06-14.",Responded,Frequent,Requested Info
Kimberly,Valdez,Peterson Group,407 Richard Union,Taylorville,Indiana,99311,Open protect culture show attack base education.,Haircut,2024-08-31,10,One-time,"Futures trader, with interest in beauty salon","2024-08-18, 2023-02-17 - 2024-08-31","Futures trader, with interest in beauty salon. Engaged via Not Answered, One-time frequency. Outcome: Scheduled Appointment. Purchased: 10 units of Haircut on 2024-08-18.",Not Answered,One-time,Scheduled Appointment
Elizabeth,Gray,Melendez Inc,6003 Thomas Views,Williamtown,New Mexico,04164,Enough base democratic mention imagine agree for pressure find will film our.,Haircut,2025-04-05,78,One-time,"Health visitor, with interest in beauty salon","2025-01-10, 2023-12-31 - 2025-04-05","Health visitor, with interest in beauty salon. Engaged via Not Answered, One-time frequency. Outcome: Pending Decision. Purchased: 78 units of Haircut on 2025-01-10.",Not Answered,One-time,Pending Decision
Melinda,Jones,Martin-Chang,871 Rodriguez Motorway Apt. 152,West Christopherfort,Texas,19745,Understand heart design put color media hope new case act sound receive.,Hair Coloring,2024-11-02,70,Occasional,"Best boy, with interest in beauty salon","2024-10-28, 2022-06-26 - 2024-11-02","Best boy, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Pending Decision. Purchased: 70 units of Hair Coloring on 2024-10-28.",Followed Up,Occasional,Pending Decision
Laura,Meyer,Love LLC,38998 Kevin Villages Apt. 769,West Ashley,Pennsylvania,90998,A from paper huge development relationship note realize.,Haircut,2025-01-14,1,Frequent,"Psychiatric nurse, with interest in beauty salon","2024-05-04, 2023-10-07 - 2025-01-14","Psychiatric nurse, with interest in beauty salon. Engaged via Followed Up, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 1 units of Haircut on 2024-05-04.",Followed Up,Frequent,Scheduled Appointment
Robert,Gilbert,Long-Hinton,72521 Virginia Freeway Apt. 994,Carolbury,Colorado,98705,New likely information baby back painting treatment always cold.,Facial,2024-07-10,33,One-time,"Hospital doctor, with interest in beauty salon","2024-01-23, 2023-11-10 - 2024-07-10","Hospital doctor, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Scheduled Appointment. Purchased: 33 units of Facial on 2024-01-23.",Meeting Set Up,One-time,Scheduled Appointment
Stephen,Martinez,Dyer PLC,393 Mills Ports,Edwardchester,Connecticut,91707,Recognize within design trade run establish answer drug staff take perhaps beautiful expect appear.,Hair Coloring,2023-09-12,49,Occasional,"Therapist, sports, with interest in beauty salon","2023-06-02, 2022-10-20 - 2023-09-12","Therapist, sports, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Not Interested. Purchased: 49 units of Hair Coloring on 2023-06-02.",Followed Up,Occasional,Not Interested
Abigail,Byrd,"Cain, Jones and Wright",268 Barker Fall Suite 749,Jeffreyfort,Oregon,50156,Pretty order minute subject year action why item.,Hair Coloring,2025-04-14,55,Frequent,"Management consultant, with interest in beauty salon","2025-04-09, 2022-07-18 - 2025-04-14","Management consultant, with interest in beauty salon. Engaged via Not Answered, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 55 units of Hair Coloring on 2025-04-09.",Not Answered,Frequent,Scheduled Appointment
Paul,Oconnell,Crawford LLC,5778 Stephanie Dam,North Jeffery,Virginia,37702,Drug skill beautiful resource begin national.,Hair Coloring,2024-09-02,45,Occasional,"Paediatric nurse, with interest in beauty salon","2023-12-05, 2022-10-16 - 2024-09-02","Paediatric nurse, with interest in beauty salon. Engaged via Meeting Set Up, Occasional frequency. Outcome: Signed Up. Purchased: 45 units of Hair Coloring on 2023-12-05.",Meeting Set Up,Occasional,Signed Up
Kelly,Hicks,Gutierrez Inc,158 Jeffrey Place,West Jenniferstad,Iowa,22806,Ready poor of student strong certain trial.,Haircut,2024-12-18,54,Frequent,"Teacher, adult education, with interest in beauty salon","2024-05-04, 2023-02-16 - 2024-12-18","Teacher, adult education, with interest in beauty salon. Engaged via Emailed, Frequent frequency. Outcome: Requested Info. Purchased: 54 units of Haircut on 2024-05-04.",Emailed,Frequent,Requested Info
William,Jennings,Baker Ltd,188 James Prairie,West Davidchester,Ohio,42004,I good hard perform century force on fact manager accept.,Hair Coloring,2024-12-14,4,Frequent,"Lawyer, with interest in beauty salon","2024-04-02, 2022-11-12 - 2024-12-14","Lawyer, with interest in beauty salon. Engaged via Followed Up, Frequent frequency. Outcome: Requested Info. Purchased: 4 units of Hair Coloring on 2024-04-02.",Followed Up,Frequent,Requested Info
Lynn,Stewart,Hughes-Carter,100 Rebecca Fort,North Nicholasburgh,Ohio,42908,City significant eat everything thought talk.,Hair Coloring,2024-07-14,13,One-time,"IT technical support officer, with interest in beauty salon","2023-11-01, 2023-10-24 - 2024-07-14","IT technical support officer, with interest in beauty salon. Engaged via Responded, One-time frequency. Outcome: Not Interested. Purchased: 13 units of Hair Coloring on 2023-11-01.",Responded,One-time,Not Interested
Holly,Lewis,"Lee, Reed and Delgado",27384 Cheryl Highway Suite 565,Buckleymouth,Rhode Island,28605,Although mind protect bring local sign myself rise change maintain night.,Facial,2025-03-04,58,Occasional,"Illustrator, with interest in beauty salon","2023-11-01, 2023-01-15 - 2025-03-04","Illustrator, with interest in beauty salon. Engaged via Not Answered, Occasional frequency. Outcome: Not Interested. Purchased: 58 units of Facial on 2023-11-01.",Not Answered,Occasional,Not Interested
Andrew,Anderson,"Hurst, Harper and Burton",143 Salazar Garden,North Jackmouth,Connecticut,87197,Opportunity head protect specific inside next game stay.,Haircut,2024-11-20,19,Occasional,"Archaeologist, with interest in beauty salon","2023-11-06, 2023-10-18 - 2024-11-20","Archaeologist, with interest in beauty salon. Engaged via Called, Occasional frequency. Outcome: Not Interested. Purchased: 19 units of Haircut on 2023-11-06.",Called,Occasional,Not Interested
Monica,Smith,Harris Ltd,56443 Garza Isle,East Jenniferburgh,Iowa,02946,Person some concern stand color cell.,Hair Coloring,2024-10-31,26,Frequent,"Hospital doctor, with interest in beauty salon","2024-09-24, 2024-03-14 - 2024-10-31","Hospital doctor, with interest in beauty salon. Engaged via Called, Frequent frequency. Outcome: Not Interested. Purchased: 26 units of Hair Coloring on 2024-09-24.",Called,Frequent,Not Interested
Michelle,Diaz,Mayer Group,3624 Arroyo Brooks,Christopherport,North Carolina,11400,Contain customer race whose agree what star see.,Haircut,2024-08-14,63,Occasional,"Engineer, electronics, with interest in beauty salon","2023-05-12, 2023-04-27 - 2024-08-14","Engineer, electronics, with interest in beauty salon. Engaged via Responded, Occasional frequency. Outcome: Not Interested. Purchased: 63 units of Haircut on 2023-05-12.",Responded,Occasional,Not Interested
Andrew,Carpenter,Smith and Sons,561 Andrew Lock,Lauramouth,North Carolina,64398,Quite should education right walk measure clear make.,Hair Coloring,2024-04-05,85,One-time,"Chiropodist, with interest in beauty salon","2023-12-07, 2022-08-06 - 2024-04-05","Chiropodist, with interest in beauty salon. Engaged via Responded, One-time frequency. Outcome: Signed Up. Purchased: 85 units of Hair Coloring on 2023-12-07.",Responded,One-time,Signed Up
Danielle,Cruz,"Smith, Perez and Gross",422 Holland Run Suite 783,Sullivanbury,Montana,90977,There season within federal trade everybody.,Facial,2025-02-09,43,Frequent,"Social worker, with interest in beauty salon","2024-07-13, 2023-01-12 - 2025-02-09","Social worker, with interest in beauty salon. Engaged via Meeting Set Up, Frequent frequency. Outcome: Requested Info. Purchased: 43 units of Facial on 2024-07-13.",Meeting Set Up,Frequent,Requested Info
Jeremiah,Thomas,Delgado-Gibson,728 Jennifer Station,Kimberlybury,Washington,80206,Meet large four which customer box sea science.,Manicure,2024-08-19,100,One-time,"Academic librarian, with interest in beauty salon","2024-05-15, 2022-08-16 - 2024-08-19","Academic librarian, with interest in beauty salon. Engaged via Responded, One-time frequency. Outcome: Pending Decision. Purchased: 100 units of Manicure on 2024-05-15.",Responded,One-time,Pending Decision
Christopher,Lopez,Macdonald PLC,410 Mary Islands,Darrenborough,South Dakota,44124,Expect method prevent why quite training.,Facial,2025-04-11,1,Frequent,"Fish farm manager, with interest in beauty salon","2023-05-07, 2022-08-11 - 2025-04-11","Fish farm manager, with interest in beauty salon. Engaged via Not Answered, Frequent frequency. Outcome: Pending Decision. Purchased: 1 units of Facial on 2023-05-07.",Not Answered,Frequent,Pending Decision
Victor,Richmond,"Jackson, Harris and Williams",30143 Karen Plaza Apt. 488,Patrickmouth,Michigan,04883,Clearly ago actually world his big could must quite may recent only wonder.,Hair Coloring,2024-12-15,49,Frequent,"Science writer, with interest in beauty salon","2024-05-19, 2022-12-07 - 2024-12-15","Science writer, with interest in beauty salon. Engaged via Responded, Frequent frequency. Outcome: Requested Info. Purchased: 49 units of Hair Coloring on 2024-05-19.",Responded,Frequent,Requested Info
Stephanie,King,Casey PLC,71679 Cuevas View Apt. 548,Ralphhaven,Minnesota,51984,Appear many moment sound PM upon consider energy use yeah.,Manicure,2025-02-15,82,Frequent,"Secondary school teacher, with interest in beauty salon","2024-03-02, 2022-06-14 - 2025-02-15","Secondary school teacher, with interest in beauty salon. Engaged via Not Answered, Frequent frequency. Outcome: Signed Up. Purchased: 82 units of Manicure on 2024-03-02.",Not Answered,Frequent,Signed Up
Jeremy,Evans,"Nguyen, Moore and Carter",85862 Jacobson Village,Port Henry,Ohio,84862,Soldier expect seem story really subject.,Manicure,2025-01-24,91,One-time,"Engineer, production, with interest in beauty salon","2025-01-13, 2024-06-20 - 2025-01-24","Engineer, production, with interest in beauty salon. Engaged via Responded, One-time frequency. Outcome: Not Interested. Purchased: 91 units of Manicure on 2025-01-13.",Responded,One-time,Not Interested
Diana,Drake,Campbell-Ford,0863 Robert Shoal Suite 158,Edwardborough,Pennsylvania,43843,Conference stop a difference remain large quality play provide debate some field.,Facial,2025-04-20,78,Frequent,"Early years teacher, with interest in beauty salon","2025-03-29, 2022-07-25 - 2025-04-20","Early years teacher, with interest in beauty salon. Engaged via Not Answered, Frequent frequency. Outcome: Pending Decision. Purchased: 78 units of Facial on 2025-03-29.",Not Answered,Frequent,Pending Decision
Timothy,Elliott,Richards-Matthews,6462 Joe Cliff,New Joshua,Oklahoma,28449,Technology discussion deep study particularly sure strategy draw among move inside audience.,Facial,2024-11-24,100,Frequent,"Medical technical officer, with interest in beauty salon","2024-05-05, 2024-03-07 - 2024-11-24","Medical technical officer, with interest in beauty salon. Engaged via Meeting Set Up, Frequent frequency. Outcome: Pending Decision. Purchased: 100 units of Facial on 2024-05-05.",Meeting Set Up,Frequent,Pending Decision
Maria,Duarte,Burke Group,605 Fisher Loaf Suite 548,Jasonhaven,Maine,71398,Knowledge actually find value watch law set study.,Facial,2024-12-31,86,Occasional,"Health visitor, with interest in beauty salon","2023-10-10, 2023-02-10 - 2024-12-31","Health visitor, with interest in beauty salon. Engaged via Emailed, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 86 units of Facial on 2023-10-10.",Emailed,Occasional,Scheduled Appointment
Courtney,Kelly,Mcconnell-Watts,6855 Rose Terrace,Lisaborough,Idaho,47606,Opportunity wide present remember require find two whatever certain south rock top.,Haircut,2024-10-31,5,One-time,"Nurse, mental health, with interest in beauty salon","2024-10-20, 2023-11-20 - 2024-10-31","Nurse, mental health, with interest in beauty salon. Engaged via Responded, One-time frequency. Outcome: Requested Info. Purchased: 5 units of Haircut on 2024-10-20.",Responded,One-time,Requested Info
Jordan,Wolf,Griffin-Perez,71379 Buchanan Drive,Randallton,Missouri,45967,Blue sure continue lose bag fight history serious protect identify but those while.,Manicure,2024-11-13,26,One-time,"Television/film/video producer, with interest in beauty salon","2024-07-02, 2022-04-28 - 2024-11-13","Television/film/video producer, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Not Interested. Purchased: 26 units of Manicure on 2024-07-02.",Meeting Set Up,One-time,Not Interested
Michael,Smith,"Wolfe, Wong and Reyes",7325 Johnson Centers Suite 852,Michaelview,New Jersey,55664,Add with section best certain address method.,Hair Coloring,2024-12-13,50,Occasional,"Surveyor, minerals, with interest in beauty salon","2024-10-23, 2024-07-23 - 2024-12-13","Surveyor, minerals, with interest in beauty salon. Engaged via Not Answered, Occasional frequency. Outcome: Not Interested. Purchased: 50 units of Hair Coloring on 2024-10-23.",Not Answered,Occasional,Not Interested
Jessica,Nelson,Anderson Ltd,610 Paul Island,Reyesland,Rhode Island,72032,Create station too manager forget pull other soldier environment conference drop wind reality.,Facial,2025-03-02,8,Occasional,"Production designer, theatre/television/film, with interest in beauty salon","2025-02-04, 2024-04-20 - 2025-03-02","Production designer, theatre/television/film, with interest in beauty salon. Engaged via Not Answered, Occasional frequency. Outcome: Pending Decision. Purchased: 8 units of Facial on 2025-02-04.",Not Answered,Occasional,Pending Decision
Katherine,King,"Robertson, Robinson and Evans",870 Reynolds Plains Suite 717,West Julieview,Virginia,76661,War mouth material call spring PM occur performance cover everyone trial policy admit.,Manicure,2025-04-02,69,Frequent,"Technical brewer, with interest in beauty salon","2024-08-23, 2024-08-07 - 2025-04-02","Technical brewer, with interest in beauty salon. Engaged via Called, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 69 units of Manicure on 2024-08-23.",Called,Frequent,Scheduled Appointment
Carrie,Gomez,"Torres, Scott and Garcia",301 Reynolds Canyon,Matthewview,Kansas,29235,Into fine economy dark including chair.,Hair Coloring,2025-01-25,86,Occasional,"Engineer, water, with interest in beauty salon","2024-02-06, 2023-07-28 - 2025-01-25","Engineer, water, with interest in beauty salon. Engaged via Responded, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 86 units of Hair Coloring on 2024-02-06.",Responded,Occasional,Scheduled Appointment
Donald,Johnson,Mora PLC,4065 Baker Bridge,Abigailchester,Oregon,50462,Four determine because people financial of.,Hair Coloring,2025-04-11,51,Occasional,"Oceanographer, with interest in beauty salon","2025-02-12, 2024-02-16 - 2025-04-11","Oceanographer, with interest in beauty salon. Engaged via Responded, Occasional frequency. Outcome: Requested Info. Purchased: 51 units of Hair Coloring on 2025-02-12.",Responded,Occasional,Requested Info
Brianna,Castaneda,Cooper-Griffin,90037 Price Freeway,East Rachel,Colorado,49518,Campaign player everybody present feeling information support data side first drop animal radio.,Manicure,2025-03-14,27,Frequent,"Chief Executive Officer, with interest in beauty salon","2025-01-06, 2023-07-05 - 2025-03-14","Chief Executive Officer, with interest in beauty salon. Engaged via Followed Up, Frequent frequency. Outcome: Requested Info. Purchased: 27 units of Manicure on 2025-01-06.",Followed Up,Frequent,Requested Info
Brenda,Mata,Williams Group,648 Brian Fort,Ronaldfort,Wisconsin,91743,Medical interesting chance responsibility condition state.,Haircut,2024-08-10,14,Occasional,"Primary school teacher, with interest in beauty salon","2024-07-26, 2024-03-24 - 2024-08-10","Primary school teacher, with interest in beauty salon. Engaged via Responded, Occasional frequency. Outcome: Requested Info. Purchased: 14 units of Haircut on 2024-07-26.",Responded,Occasional,Requested Info
Jon,Marsh,"Carroll, Russell and White",48624 Berry Ferry Apt. 693,Danaville,Kentucky,59693,Suggest research down much near enjoy remember painting tough.,Hair Coloring,2025-03-09,91,Frequent,"Sport and exercise psychologist, with interest in beauty salon","2024-12-31, 2023-03-11 - 2025-03-09","Sport and exercise psychologist, with interest in beauty salon. Engaged via Emailed, Frequent frequency. Outcome: Scheduled Appointment. Purchased: 91 units of Hair Coloring on 2024-12-31.",Emailed,Frequent,Scheduled Appointment
Sarah,Gonzales,"Moyer, Santos and Richardson",93881 Tamara Brook Apt. 688,Mooreshire,Michigan,73507,Job this notice car dark smile rather few consider.,Manicure,2025-02-11,43,One-time,"Social researcher, with interest in beauty salon","2025-01-27, 2023-03-10 - 2025-02-11","Social researcher, with interest in beauty salon. Engaged via Not Answered, One-time frequency. Outcome: Scheduled Appointment. Purchased: 43 units of Manicure on 2025-01-27.",Not Answered,One-time,Scheduled Appointment
Laura,Collins,Mclean-Farmer,454 Michael Harbors Suite 814,Port Teresashire,Washington,12337,Old address unit air nor town herself mention team growth worry stand morning.,Hair Coloring,2024-05-25,69,One-time,"Recycling officer, with interest in beauty salon","2024-04-12, 2022-10-20 - 2024-05-25","Recycling officer, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Requested Info. Purchased: 69 units of Hair Coloring on 2024-04-12.",Meeting Set Up,One-time,Requested Info
Erica,Taylor,Parker PLC,56181 Callahan Lodge,South Steven,Nevada,98247,Good break maintain cut discuss place anything.,Haircut,2024-11-05,43,One-time,"Systems analyst, with interest in beauty salon","2024-07-20, 2024-03-28 - 2024-11-05","Systems analyst, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Pending Decision. Purchased: 43 units of Haircut on 2024-07-20.",Meeting Set Up,One-time,Pending Decision
Ricky,Tran,"Ramos, Garrett and Watts",0782 Karen Gateway,Port Brentchester,Vermont,60867,Play throw force economy inside religious get thought.,Haircut,2023-12-06,14,Frequent,"Health promotion specialist, with interest in beauty salon","2023-10-01, 2022-06-11 - 2023-12-06","Health promotion specialist, with interest in beauty salon. Engaged via Called, Frequent frequency. Outcome: Pending Decision. Purchased: 14 units of Haircut on 2023-10-01.",Called,Frequent,Pending Decision
Suzanne,Beasley,Ayers-Anderson,41345 Lara Estate Apt. 195,Chavezside,New Mexico,74928,City anyone leader stock deep line particular.,Hair Coloring,2025-03-08,48,One-time,"Manufacturing engineer, with interest in beauty salon","2024-09-25, 2023-04-08 - 2025-03-08","Manufacturing engineer, with interest in beauty salon. Engaged via Followed Up, One-time frequency. Outcome: Pending Decision. Purchased: 48 units of Hair Coloring on 2024-09-25.",Followed Up,One-time,Pending Decision
David,Hobbs,"Burns, Ruiz and Boyle",810 Aguilar Mews Suite 406,Jenniferbury,Michigan,74918,Summer exactly government party turn author.,Hair Coloring,2025-03-07,40,Occasional,"Dramatherapist, with interest in beauty salon","2025-02-11, 2023-12-29 - 2025-03-07","Dramatherapist, with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Scheduled Appointment. Purchased: 40 units of Hair Coloring on 2025-02-11.",Followed Up,Occasional,Scheduled Appointment
Mary,Burke,Torres-Sanchez,95748 Jones Terrace,New Markside,Minnesota,36678,Lay research service research change office until car sing recently people hundred you.,Facial,2025-03-21,11,Occasional,"Garment/textile technologist, with interest in beauty salon","2025-03-19, 2024-06-08 - 2025-03-21","Garment/textile technologist, with interest in beauty salon. Engaged via Responded, Occasional frequency. Outcome: Not Interested. Purchased: 11 units of Facial on 2025-03-19.",Responded,Occasional,Not Interested
John,Mcpherson,Phillips LLC,6852 Donovan Mill Apt. 843,East Melanie,Minnesota,43983,Main certain kitchen ten despite relate by order heart card fire mind.,Facial,2025-04-09,27,One-time,"Midwife, with interest in beauty salon","2024-02-17, 2023-03-10 - 2025-04-09","Midwife, with interest in beauty salon. Engaged via Called, One-time frequency. Outcome: Requested Info. Purchased: 27 units of Facial on 2024-02-17.",Called,One-time,Requested Info
Jennifer,Wells,"Thompson, Pearson and King",1023 Jessica Shoals Suite 312,Williamsview,South Carolina,40501,Always model anyone network place western hour by foreign specific condition sister pick.,Manicure,2025-01-02,25,Occasional,"Scientist, research (medical), with interest in beauty salon","2024-10-06, 2024-05-12 - 2025-01-02","Scientist, research (medical), with interest in beauty salon. Engaged via Followed Up, Occasional frequency. Outcome: Requested Info. Purchased: 25 units of Manicure on 2024-10-06.",Followed Up,Occasional,Requested Info
Kendra,Daniel,Williamson Ltd,694 Alex Curve,Lake David,New Jersey,55184,Experience responsibility usually measure husband yet add.,Hair Coloring,2025-04-17,19,Frequent,"Conference centre manager, with interest in beauty salon","2024-01-22, 2022-09-07 - 2025-04-17","Conference centre manager, with interest in beauty salon. Engaged via Responded, Frequent frequency. Outcome: Requested Info. Purchased: 19 units of Hair Coloring on 2024-01-22.",Responded,Frequent,Requested Info
Hannah,Donaldson,"Mills, Bonilla and Doyle",4288 Patricia Crescent,North Tinabury,California,04001,Model all way lead language team wide throughout class magazine.,Manicure,2024-11-27,94,One-time,"Outdoor activities/education manager, with interest in beauty salon","2023-12-24, 2022-05-02 - 2024-11-27","Outdoor activities/education manager, with interest in beauty salon. Engaged via Emailed, One-time frequency. Outcome: Requested Info. Purchased: 94 units of Manicure on 2023-12-24.",Emailed,One-time,Requested Info
John,Rowe,Davis-Moore,96010 Wayne Lane Suite 093,Williamsberg,Washington,25176,Watch popular garden action mission executive assume name person moment school many item.,Haircut,2024-06-10,91,Frequent,"Therapist, sports, with interest in beauty salon","2023-08-31, 2023-06-19 - 2024-06-10","Therapist, sports, with interest in beauty salon. Engaged via Responded, Frequent frequency. Outcome: Requested Info. Purchased: 91 units of Haircut on 2023-08-31.",Responded,Frequent,Requested Info
Katie,Flores,Duarte-Bolton,2885 Morgan Underpass,Leebury,West Virginia,49403,Seven ground service send beat because.,Hair Coloring,2025-01-01,84,One-time,"Product/process development scientist, with interest in beauty salon","2024-03-27, 2024-01-07 - 2025-01-01","Product/process development scientist, with interest in beauty salon. Engaged via Emailed, One-time frequency. Outcome: Not Interested. Purchased: 84 units of Hair Coloring on 2024-03-27.",Emailed,One-time,Not Interested
David,Whitney,"Hines, Norton and Krause",8301 John Garden Apt. 892,Sydneytown,Maryland,76910,Bill character both successful it teach couple town minute including up.,Hair Coloring,2025-04-11,81,One-time,"Minerals surveyor, with interest in beauty salon","2025-04-02, 2023-05-14 - 2025-04-11","Minerals surveyor, with interest in beauty salon. Engaged via Meeting Set Up, One-time frequency. Outcome: Signed Up. Purchased: 81 units of Hair Coloring on 2025-04-02.",Meeting Set Up,One-time,Signed Up
